Equipment ID,Contractor 1,Equipment Designation,Specs Combi,Concat Data,Connector Conditions Concat,Estimated,Hyperlink,Index,Preview?,Max. Equipment Designation
6kMtbKaGilovoM5tkdj3UL,Limited Liability Company Zala Aero,421-16E5 HD,Endurance,6 hr 0 min,,,,1,preview,421-16E5 HD
6kMtbKaGilovoM5tkdj3UL,Limited Liability Company Zala Aero,421-16E5 HD,Max level speed,"60 kt (111 km/h, 69 mph)",,,https://customer.janes.com/display/JUAVB047-JUAV,1,preview,421-16E5 HD
6kMtbKaGilovoM5tkdj3UL,Limited Liability Company Zala Aero,421-16E5 HD,Max level speed,"60 kt (111 km/h, 69 mph)",,,,1,preview,421-16E5 HD
6kMtbKaGilovoM5tkdj3UL,Limited Liability Company Zala Aero,421-16E5 HD,Max payload,5 kg (11 lb),,,https://customer.janes.com/display/JUAVB047-JUAV,1,preview,421-16E5 HD
6kMtbKaGilovoM5tkdj3UL,Limited Liability Company Zala Aero,421-16E5 HD,Max T-O weight,29.5 kg (65 lb),,,https://customer.janes.com/display/JUAVB047-JUAV,1,preview,421-16E5 HD
6kMtbKaGilovoM5tkdj3UL,Limited Liability Company Zala Aero,421-16E5 HD,Operating altitude,"5,000 m (16,405 ft) (maximum)",,,,1,preview,421-16E5 HD
6kMtbKaGilovoM5tkdj3UL,Limited Liability Company Zala Aero,421-16E5 HD,Operating altitude,"500 m (1,640 ft) (minimum)",,,,1,preview,421-16E5 HD
6kMtbKaGilovoM5tkdj3UL,Limited Liability Company Zala Aero,421-16E5 HD,Radius of operation,"150 km (81 nm, 93.2 mi)",,,https://customer.janes.com/display/JUAVB047-JUAV,1,preview,421-16E5 HD
6kMtbKaGilovoM5tkdj3UL,Limited Liability Company Zala Aero,421-16E5 HD,Radius of operation,"150 km (81 nm, 93.2 mi)",,,,1,preview,421-16E5 HD
6kMtbKaGilovoM5tkdj3UL,Limited Liability Company Zala Aero,421-16E5 HD,Service ceiling,"5,000 m (16,405 ft)",,,,1,preview,421-16E5 HD
6kMtbKaGilovoM5tkdj3UL,Limited Liability Company Zala Aero,421-16E5 HD,Wing span,5.3 m (17 ft 4 3/4 in),,,https://customer.janes.com/display/JUAVB047-JUAV,1,preview,421-16E5 HD
6kMtbKaGilovoM5tkdj3UL,Limited Liability Company Zala Aero,421-16E5 HD,Wing span,5.3 m (17 ft 4 3/4 in),,,,1,preview,421-16E5 HD
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Cruising speed,"31.3 kt (58 km/h, 36 mph)",,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Cruising speed,"31.3 kt (58 km/h, 36 mph)",,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Endurance,2 hr,,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Gross wing area,0.48 m² (5.17 sq ft),,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,"Length, overall",780 mm (2 ft 6 3/4 in),,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,"Length, overall",780 mm (2 ft 6 3/4 in),,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Max fuel weight,1.5 kg (3 lb 5 oz),,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Max level speed,"56.7 kt (105 km/h, 65.2 mph)",,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Max level speed,"56.7 kt (105 km/h, 65.2 mph)",,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Max payload,3.0 kg (6 lb 9 3/4 oz),,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Max T-O weight,10.0 kg (22 lb),,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Radius of operation,"5 km (2.7 nm, 3.11 mi) (typical)",,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Radius of operation,"5 km (2.7 nm, 3.11 mi) (typical)",,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Radius of operation,"20 km (10.8 nm, 12.4 mi) (maximum)",,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Radius of operation,"20 km (10.8 nm, 12.4 mi) (maximum)",,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Wing aspect ratio,8.3,,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Wing span,2.00 m (6 ft 6 3/4 in),,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,LLC Scientific and industrial systems Design Bureau Rise,A-3 Remez,Wing span,2.00 m (6 ft 6 3/4 in),,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Cruising speed,"31.3 kt (58 km/h, 36 mph)",,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Cruising speed,"31.3 kt (58 km/h, 36 mph)",,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Endurance,2 hr,,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Gross wing area,0.48 m² (5.17 sq ft),,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,"Length, overall",780 mm (2 ft 6 3/4 in),,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,"Length, overall",780 mm (2 ft 6 3/4 in),,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Max fuel weight,1.5 kg (3 lb 5 oz),,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Max level speed,"56.7 kt (105 km/h, 65.2 mph)",,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Max level speed,"56.7 kt (105 km/h, 65.2 mph)",,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Max payload,3.0 kg (6 lb 9 3/4 oz),,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Max T-O weight,10.0 kg (22 lb),,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Radius of operation,"5 km (2.7 nm, 3.11 mi) (typical)",,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Radius of operation,"5 km (2.7 nm, 3.11 mi) (typical)",,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Radius of operation,"20 km (10.8 nm, 12.4 mi) (maximum)",,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Radius of operation,"20 km (10.8 nm, 12.4 mi) (maximum)",,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Wing aspect ratio,8.3,,,,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Wing span,2.00 m (6 ft 6 3/4 in),,,https://customer.janes.com/display/JUAV9242-JUAV,2,preview,A-3 Remez
7CnMqVdcM3NCq7D2o2iop2,Ukrinmash,A-3 Remez,Wing span,2.00 m (6 ft 6 3/4 in),,,,2,preview,A-3 Remez
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Cruising speed,"35.1 kt (65 km/h, 40.4 mph)",,,https://customer.janes.com/display/JUAVA889-JUAV,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Cruising speed,"35.1 kt (65 km/h, 40.4 mph)",,,,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Endurance,3 hr 0 min,,,,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,"Length, overall",900 mm (2 ft 11 1/2 in),,,https://customer.janes.com/display/JUAVA889-JUAV,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,"Length, overall",900 mm (2 ft 11 1/2 in),,,,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Max level speed,"54 kt (100 km/h, 62.1 mph)",,,https://customer.janes.com/display/JUAVA889-JUAV,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Max level speed,"54 kt (100 km/h, 62.1 mph)",,,,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Max T-O weight,5.5 kg (12 lb),,,https://customer.janes.com/display/JUAVA889-JUAV,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Operating altitude,80 m (262 ft) (Min; cruising),,,,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Range,"50 km (27 nm, 31.1 mi) (minimum, real-time imagery link)",,,https://customer.janes.com/display/JUAVA889-JUAV,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Range,"50 km (27 nm, 31.1 mi) (minimum, real-time imagery link)",,,,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Range,"200 km (108 nm, 124 mi) (maximum, AV)",,,https://customer.janes.com/display/JUAVA889-JUAV,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Range,"200 km (108 nm, 124 mi) (maximum, AV)",,,,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Service ceiling,"2,500 m (8,200 ft)",,,https://customer.janes.com/display/JUAVA889-JUAV,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Wing span,2 m (6 ft 6 3/4 in),,,https://customer.janes.com/display/JUAVA889-JUAV,3,preview,A1-S
3OOQ3fkMEaApSSkCzs5UMJ,Athlon Avia,A1-S,Wing span,2 m (6 ft 6 3/4 in),,,,3,preview,A1-S
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,Cruising speed,"35.1 kt (65 km/h, 40.4 mph)",,,https://customer.janes.com/display/JUAVA889-JUAV,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,Cruising speed,"35.1 kt (65 km/h, 40.4 mph)",,,,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,Endurance,3 hr 0 min,,,,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,"Length, overall",900 mm (2 ft 11 1/2 in),,,https://customer.janes.com/display/JUAVA889-JUAV,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,"Length, overall",900 mm (2 ft 11 1/2 in),,,,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,Max level speed,"54 kt (100 km/h, 62.1 mph)",,,https://customer.janes.com/display/JUAVA889-JUAV,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,Max level speed,"54 kt (100 km/h, 62.1 mph)",,,,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,Max T-O weight,5.5 kg (12 lb),,,https://customer.janes.com/display/JUAVA889-JUAV,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,Operating altitude,80 m (262 ft) (Min; cruising),,,,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,Range,"50 km (27 nm, 31.1 mi) (minimum, real-time imagery link)",,,https://customer.janes.com/display/JUAVA889-JUAV,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,Range,"50 km (27 nm, 31.1 mi) (minimum, real-time imagery link)",,,,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,Range,"200 km (108 nm, 124 mi) (maximum, AV)",,,https://customer.janes.com/display/JUAVA889-JUAV,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,Range,"200 km (108 nm, 124 mi) (maximum, AV)",,,,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,Service ceiling,"2,500 m (8,200 ft)",,,https://customer.janes.com/display/JUAVA889-JUAV,4,preview,A1-SM
4HTZbxKbCTuZChKAyPVesx,Athlon Avia,A1-SM,Wing span,2 m (6 ft 6 3/4 in),,,,4,preview,A1-SM
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Endurance,0 hr 15 min (typical),,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Endurance,0 hr 25 min,,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,"Height, overall",200 mm (7 3/4 in),,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,"Height, overall",200 mm (7 3/4 in),,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,"Length, overall",1.41 m (4 ft 7 1/2 in),,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,"Length, overall",1.41 m (4 ft 7 1/2 in),,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Max level speed,"94.5 kt (175 km/h, 109 mph)",,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Max level speed,"94.5 kt (175 km/h, 109 mph)",,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Max T-O weight,28 kg (62 lb),,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Propeller diameter,280 mm (11 in),,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Range,"1.5 km (0.81 nm, 4,920 ft) (radio control)",,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Range,"1.5 km (0.81 nm, 4,920 ft) (radio control)",,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Range,"50 km (27 nm, 31 mi) (autonomous, BVR)",,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Range,"50 km (27 nm, 31 mi) (autonomous, BVR)",,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Tailplane span,600 mm (1 ft 11 1/2 in),,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Tailplane span,600 mm (1 ft 11 1/2 in),,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Wing span,1.60 m (5 ft 3 in),,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,Pakistan Aeronautical Complex,Ababeel,Wing span,1.60 m (5 ft 3 in),,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Endurance,0 hr 15 min (typical),,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Endurance,0 hr 25 min,,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,"Height, overall",200 mm (7 3/4 in),,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,"Height, overall",200 mm (7 3/4 in),,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,"Length, overall",1.41 m (4 ft 7 1/2 in),,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,"Length, overall",1.41 m (4 ft 7 1/2 in),,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Max level speed,"94.5 kt (175 km/h, 109 mph)",,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Max level speed,"94.5 kt (175 km/h, 109 mph)",,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Max T-O weight,28 kg (62 lb),,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Propeller diameter,280 mm (11 in),,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Range,"1.5 km (0.81 nm, 4,920 ft) (radio control)",,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Range,"1.5 km (0.81 nm, 4,920 ft) (radio control)",,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Range,"50 km (27 nm, 31 mi) (autonomous, BVR)",,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Range,"50 km (27 nm, 31 mi) (autonomous, BVR)",,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Tailplane span,600 mm (1 ft 11 1/2 in),,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Tailplane span,600 mm (1 ft 11 1/2 in),,,,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Wing span,1.60 m (5 ft 3 in),,,https://customer.janes.com/display/JUAV0133-JUAV,5,preview,Ababeel
3FAVTU2jZKCcZjYk2U10bi,SATUMA Private Limited,Ababeel,Wing span,1.60 m (5 ft 3 in),,,,5,preview,Ababeel
7djE6X4f93NzuVvqAFhsa8,Pakistan Aeronautical Complex,Ababeel-III,Endurance,1 hr 30 min,,,,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,Pakistan Aeronautical Complex,Ababeel-III,"Length, overall",2.03 m (6 ft 8 in),,,https://customer.janes.com/display/JUAV0133-JUAV,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,Pakistan Aeronautical Complex,Ababeel-III,"Length, overall",2.03 m (6 ft 8 in),,,,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,Pakistan Aeronautical Complex,Ababeel-III,Max level speed,"138 kt (256 km/h, 159 mph)",,,https://customer.janes.com/display/JUAV0133-JUAV,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,Pakistan Aeronautical Complex,Ababeel-III,Max level speed,"138 kt (256 km/h, 159 mph)",,,,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,Pakistan Aeronautical Complex,Ababeel-III,Max T-O weight,28 kg (62 lb),,,https://customer.janes.com/display/JUAV0133-JUAV,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,Pakistan Aeronautical Complex,Ababeel-III,Range,"50 km (27 nm, 31 mi) (autonomous, BVR)",,,https://customer.janes.com/display/JUAV0133-JUAV,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,Pakistan Aeronautical Complex,Ababeel-III,Range,"50 km (27 nm, 31 mi) (autonomous, BVR)",,,,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,Pakistan Aeronautical Complex,Ababeel-III,Wing span,2.54 m (8 ft 4 in),,,https://customer.janes.com/display/JUAV0133-JUAV,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,Pakistan Aeronautical Complex,Ababeel-III,Wing span,2.54 m (8 ft 4 in),,,,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,SATUMA Private Limited,Ababeel-III,Endurance,1 hr 30 min,,,,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,SATUMA Private Limited,Ababeel-III,"Length, overall",2.03 m (6 ft 8 in),,,https://customer.janes.com/display/JUAV0133-JUAV,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,SATUMA Private Limited,Ababeel-III,"Length, overall",2.03 m (6 ft 8 in),,,,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,SATUMA Private Limited,Ababeel-III,Max level speed,"138 kt (256 km/h, 159 mph)",,,https://customer.janes.com/display/JUAV0133-JUAV,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,SATUMA Private Limited,Ababeel-III,Max level speed,"138 kt (256 km/h, 159 mph)",,,,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,SATUMA Private Limited,Ababeel-III,Max T-O weight,28 kg (62 lb),,,https://customer.janes.com/display/JUAV0133-JUAV,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,SATUMA Private Limited,Ababeel-III,Range,"50 km (27 nm, 31 mi) (autonomous, BVR)",,,https://customer.janes.com/display/JUAV0133-JUAV,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,SATUMA Private Limited,Ababeel-III,Range,"50 km (27 nm, 31 mi) (autonomous, BVR)",,,,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,SATUMA Private Limited,Ababeel-III,Wing span,2.54 m (8 ft 4 in),,,https://customer.janes.com/display/JUAV0133-JUAV,6,preview,Ababeel-III
7djE6X4f93NzuVvqAFhsa8,SATUMA Private Limited,Ababeel-III,Wing span,2.54 m (8 ft 4 in),,,,6,preview,Ababeel-III
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,Absolute ceiling,"4,500 m (14,765 ft)",,,,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,Cruising speed,"59.4 kt (110 km/h, 68.4 mph)",,,https://customer.janes.com/display/JUAVA894-JUAV,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,Cruising speed,"59.4 kt (110 km/h, 68.4 mph)",,,,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,Endurance,"18 hr 0 min (min, max payload)",,,,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,Endurance,28 hr 0 min (max),,,,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,Gross wing area,0.9 m² (9.69 sq ft),,,https://customer.janes.com/display/JUAVA894-JUAV,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,"Height, overall",320 mm (1 ft 1/2 in),,,https://customer.janes.com/display/JUAVA894-JUAV,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,"Height, overall",320 mm (1 ft 1/2 in),,,,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,"Length, overall",1.83 m (6 ft),,,https://customer.janes.com/display/JUAVA894-JUAV,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,"Length, overall",1.83 m (6 ft),,,,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,Max level speed,"75.6 kt (140 km/h, 87 mph)",,,https://customer.janes.com/display/JUAVA894-JUAV,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,Max level speed,"75.6 kt (140 km/h, 87 mph)",,,,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,Max payload,7 kg (15 lb),,,https://customer.janes.com/display/JUAVA894-JUAV,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,Max T-O weight,20 kg (44 lb),,,https://customer.janes.com/display/JUAVA894-JUAV,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,Radius of operation,"100 km (54 nm, 62.1 mi) (high-definition video transmission)",,,https://customer.janes.com/display/JUAVA894-JUAV,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,Radius of operation,"100 km (54 nm, 62.1 mi) (high-definition video transmission)",,,,7,preview,ACS-3
4DvnSXeef2J69CNqGYcZD1,Skyeton,ACS-3,Radius of operation,"120 km (64.8 nm, 74.6 mi) (telemetry with video, direct control mode)",,,https://customer.janes.com/display/JUAVA894-JUAV,7,preview,ACS-3
