Equipment ID,Contractor 1,Equipment Designation,Specs Combi,Concat Data,Connector Conditions Concat,Estimated,Hyperlink,Index,Preview?,Max. Equipment Designation
6hLOEGCYaeI2RGZN3usfCX,OJSC AGAT Control Systems,Berkut-2E,Operating altitude,150 m (492 ft) (max),,,,32,preview,Berkut-2E
6hLOEGCYaeI2RGZN3usfCX,OJSC AGAT Control Systems,Berkut-2E,Range,"35 km (18.9 nm, 21.7 mi) (max)",,,https://customer.janes.com/display/JUAVA855-JUAV,32,preview,Berkut-2E
6hLOEGCYaeI2RGZN3usfCX,OJSC AGAT Control Systems,Berkut-2E,Range,"35 km (18.9 nm, 21.7 mi) (max)",,,,32,preview,Berkut-2E
6hLOEGCYaeI2RGZN3usfCX,OJSC AGAT Control Systems,Berkut-2E,Service ceiling,"3,000 m (9,845 ft)",,,https://customer.janes.com/display/JUAVA855-JUAV,32,preview,Berkut-2E
6hLOEGCYaeI2RGZN3usfCX,OJSC AGAT Control Systems,Berkut-2E,Wing span,2.9 m (9 ft 6 1/4 in),,,https://customer.janes.com/display/JUAVA855-JUAV,32,preview,Berkut-2E
6hLOEGCYaeI2RGZN3usfCX,OJSC AGAT Control Systems,Berkut-2E,Wing span,2.9 m (9 ft 6 1/4 in),,,,32,preview,Berkut-2E
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Cruising speed,"32.4 kt (60 km/h, 37.3 mph)",,,,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Endurance,1 hr 40 min (NiMh battery),,,,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Endurance,5 hr 0 min (ion lithium battery),,,,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,"Length, overall",1.80 m (5 ft 10 3/4 in),,,https://customer.janes.com/display/JUAV9166-JUAV,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,"Length, overall",1.80 m (5 ft 10 3/4 in),,,,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Loitering speed,"19.4 kt (36 km/h, 22.4 mph)",,,,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Max level speed,"64.8 kt (120 km/h, 74.6 mph)",,,https://customer.janes.com/display/JUAV9166-JUAV,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Max level speed,"64.8 kt (120 km/h, 74.6 mph)",,,,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Max payload,1.2 kg (2 lb 10 1/4 oz),,,https://customer.janes.com/display/JUAV9166-JUAV,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Max T-O weight,12.0 kg (26 lb),,,https://customer.janes.com/display/JUAV9166-JUAV,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Operating altitude,100 m (328 ft) (min),,,,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Operating altitude,300 m (984 ft) (max),,,,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,"Operating weight, empty",8.5 kg (19 lb),,,,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Radius of operation,"10 km (5.4 nm, 6.21 mi) (demonstrated)",,,https://customer.janes.com/display/JUAV9166-JUAV,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Radius of operation,"10 km (5.4 nm, 6.21 mi) (demonstrated)",,,,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Service ceiling,"1,500 m (4,920 ft)",,,https://customer.janes.com/display/JUAV9166-JUAV,33,preview,Biodrone
1lNVSUYq34sQ4alijalVXc,Alcore Technologies SA,Biodrone,Wing span,3.40 m (11 ft 1 3/4 in),,,,33,preview,Biodrone
13V5hg96JRaIa2XnWoLyF5,IAI MALAT Division Military Aircraft Group,Bird Eye 650,Endurance,4 hr (maximum),,,,34,preview,Bird Eye 650
13V5hg96JRaIa2XnWoLyF5,IAI MALAT Division Military Aircraft Group,Bird Eye 650,Loitering speed,"40 kt (74.1 km/h, 46 mph) (TAS)",,,,34,preview,Bird Eye 650
13V5hg96JRaIa2XnWoLyF5,IAI MALAT Division Military Aircraft Group,Bird Eye 650,Max level speed,"70 kt (130 km/h, 80.6 mph) (TAS)",,,https://customer.janes.com/display/JUAVA630-JUAV,34,preview,Bird Eye 650
13V5hg96JRaIa2XnWoLyF5,IAI MALAT Division Military Aircraft Group,Bird Eye 650,Max level speed,"70 kt (130 km/h, 80.6 mph) (TAS)",,,,34,preview,Bird Eye 650
13V5hg96JRaIa2XnWoLyF5,IAI MALAT Division Military Aircraft Group,Bird Eye 650,Max payload,1.2 kg (2 lb 10 1/4 oz),,,https://customer.janes.com/display/JUAVA630-JUAV,34,preview,Bird Eye 650
13V5hg96JRaIa2XnWoLyF5,IAI MALAT Division Military Aircraft Group,Bird Eye 650,Max T-O weight,11 kg (24 lb),,,https://customer.janes.com/display/JUAVA630-JUAV,34,preview,Bird Eye 650
13V5hg96JRaIa2XnWoLyF5,IAI MALAT Division Military Aircraft Group,Bird Eye 650,Operating altitude,"457 m (1,500 ft) (Max; above ground level)",,,,34,preview,Bird Eye 650
13V5hg96JRaIa2XnWoLyF5,IAI MALAT Division Military Aircraft Group,Bird Eye 650,Radius of operation,"50 km (27 nm, 31.1 mi) (maximum)",,,https://customer.janes.com/display/JUAVA630-JUAV,34,preview,Bird Eye 650
13V5hg96JRaIa2XnWoLyF5,IAI MALAT Division Military Aircraft Group,Bird Eye 650,Radius of operation,"50 km (27 nm, 31.1 mi) (maximum)",,,,34,preview,Bird Eye 650
13V5hg96JRaIa2XnWoLyF5,IAI MALAT Division Military Aircraft Group,Bird Eye 650,Range,"20 km (10.8 nm, 12.4 mi)",,,https://customer.janes.com/display/JUAVA630-JUAV,34,preview,Bird Eye 650
13V5hg96JRaIa2XnWoLyF5,IAI MALAT Division Military Aircraft Group,Bird Eye 650,Range,"20 km (10.8 nm, 12.4 mi)",,,,34,preview,Bird Eye 650
13V5hg96JRaIa2XnWoLyF5,IAI MALAT Division Military Aircraft Group,Bird Eye 650,Wing span,3 m (9 ft 10 in),,,https://customer.janes.com/display/JUAVA630-JUAV,34,preview,Bird Eye 650
13V5hg96JRaIa2XnWoLyF5,IAI MALAT Division Military Aircraft Group,Bird Eye 650,Wing span,3 m (9 ft 10 in),,,,34,preview,Bird Eye 650
1Op1EFTAxsfCtEI7cLiq8y,IAI MALAT Division Military Aircraft Group,Bird Eye 650D,Endurance,15 hr (minimum),,,,35,preview,Bird Eye 650D
1Op1EFTAxsfCtEI7cLiq8y,IAI MALAT Division Military Aircraft Group,Bird Eye 650D,Loitering speed,"40 kt (74.1 km/h, 46 mph) (TAS)",,,,35,preview,Bird Eye 650D
1Op1EFTAxsfCtEI7cLiq8y,IAI MALAT Division Military Aircraft Group,Bird Eye 650D,Max level speed,"80 kt (148 km/h, 92.1 mph) (TAS)",,,https://customer.janes.com/display/JUAVA630-JUAV,35,preview,Bird Eye 650D
1Op1EFTAxsfCtEI7cLiq8y,IAI MALAT Division Military Aircraft Group,Bird Eye 650D,Max level speed,"80 kt (148 km/h, 92.1 mph) (TAS)",,,,35,preview,Bird Eye 650D
1Op1EFTAxsfCtEI7cLiq8y,IAI MALAT Division Military Aircraft Group,Bird Eye 650D,Max payload,5.5 kg (12 lb) (UAV optimised for full endurance),,,https://customer.janes.com/display/JUAVA630-JUAV,35,preview,Bird Eye 650D
1Op1EFTAxsfCtEI7cLiq8y,IAI MALAT Division Military Aircraft Group,Bird Eye 650D,Max T-O weight,30 kg (66 lb),,,https://customer.janes.com/display/JUAVA630-JUAV,35,preview,Bird Eye 650D
1Op1EFTAxsfCtEI7cLiq8y,IAI MALAT Division Military Aircraft Group,Bird Eye 650D,Range,"150 km (81 nm, 93.2 mi) (typical minima)",,,https://customer.janes.com/display/JUAVA630-JUAV,35,preview,Bird Eye 650D
1Op1EFTAxsfCtEI7cLiq8y,IAI MALAT Division Military Aircraft Group,Bird Eye 650D,Range,"150 km (81 nm, 93.2 mi) (typical minima)",,,,35,preview,Bird Eye 650D
1Op1EFTAxsfCtEI7cLiq8y,IAI MALAT Division Military Aircraft Group,Bird Eye 650D,Service ceiling,"4,570 m (15,000 ft)",,,https://customer.janes.com/display/JUAVA630-JUAV,35,preview,Bird Eye 650D
1Op1EFTAxsfCtEI7cLiq8y,IAI MALAT Division Military Aircraft Group,Bird Eye 650D,Wing span,4 m (13 ft 1 1/2 in),,,https://customer.janes.com/display/JUAVA630-JUAV,35,preview,Bird Eye 650D
1Op1EFTAxsfCtEI7cLiq8y,IAI MALAT Division Military Aircraft Group,Bird Eye 650D,Wing span,4 m (13 ft 1 1/2 in),,,,35,preview,Bird Eye 650D
1CyXto3Srs8VVl7BpLQuEO,IAI MALAT Division Military Aircraft Group,BirdEye 400,Endurance,1 hr 30 min,,,,36,preview,BirdEye 400
1CyXto3Srs8VVl7BpLQuEO,IAI MALAT Division Military Aircraft Group,BirdEye 400,"Length, overall",800 mm (2 ft 7 1/2 in),,,https://customer.janes.com/display/JUAVA035-JUAV,36,preview,BirdEye 400
1CyXto3Srs8VVl7BpLQuEO,IAI MALAT Division Military Aircraft Group,BirdEye 400,"Length, overall",800 mm (2 ft 7 1/2 in),,,,36,preview,BirdEye 400
1CyXto3Srs8VVl7BpLQuEO,IAI MALAT Division Military Aircraft Group,BirdEye 400,Max level speed,"60 kt (111 km/h, 69 mph)",,,https://customer.janes.com/display/JUAVA035-JUAV,36,preview,BirdEye 400
1CyXto3Srs8VVl7BpLQuEO,IAI MALAT Division Military Aircraft Group,BirdEye 400,Max level speed,"60 kt (111 km/h, 69 mph)",,,,36,preview,BirdEye 400
1CyXto3Srs8VVl7BpLQuEO,IAI MALAT Division Military Aircraft Group,BirdEye 400,Max payload,1.2 kg (2 lb 10 1/4 oz),,,https://customer.janes.com/display/JUAVA035-JUAV,36,preview,BirdEye 400
1CyXto3Srs8VVl7BpLQuEO,IAI MALAT Division Military Aircraft Group,BirdEye 400,Max T-O weight,5.8 kg (13 lb),,,https://customer.janes.com/display/JUAVA035-JUAV,36,preview,BirdEye 400
1CyXto3Srs8VVl7BpLQuEO,IAI MALAT Division Military Aircraft Group,BirdEye 400,Operating altitude,"152 m (500 ft) (typical, above ground level)",,,,36,preview,BirdEye 400
1CyXto3Srs8VVl7BpLQuEO,IAI MALAT Division Military Aircraft Group,BirdEye 400,Operating altitude,"457 m (1,500 ft) (max; above ground level)",,,,36,preview,BirdEye 400
1CyXto3Srs8VVl7BpLQuEO,IAI MALAT Division Military Aircraft Group,BirdEye 400,Radius of operation,"20 km (10.8 nm, 12.4 mi)",,,https://customer.janes.com/display/JUAVA035-JUAV,36,preview,BirdEye 400
1CyXto3Srs8VVl7BpLQuEO,IAI MALAT Division Military Aircraft Group,BirdEye 400,Radius of operation,"20 km (10.8 nm, 12.4 mi)",,,,36,preview,BirdEye 400
1CyXto3Srs8VVl7BpLQuEO,IAI MALAT Division Military Aircraft Group,BirdEye 400,Wing span,2.20 m (7 ft 2 1/2 in),,,https://customer.janes.com/display/JUAVA035-JUAV,36,preview,BirdEye 400
1CyXto3Srs8VVl7BpLQuEO,IAI MALAT Division Military Aircraft Group,BirdEye 400,Wing span,2.20 m (7 ft 2 1/2 in),,,,36,preview,BirdEye 400
3E27b0iSOuv0h7Qxzcif7o,Aerotechnica Ltd,Blik-M,Cruising speed,"135 kt (250 km/h, 155 mph) (max)",,,https://customer.janes.com/display/JUAVA874-JUAV,37,preview,Blik-M
3E27b0iSOuv0h7Qxzcif7o,Aerotechnica Ltd,Blik-M,Cruising speed,"135 kt (250 km/h, 155 mph) (max)",,,,37,preview,Blik-M
3E27b0iSOuv0h7Qxzcif7o,Aerotechnica Ltd,Blik-M,Endurance,0 hr 30 min (avg),,,,37,preview,Blik-M
3E27b0iSOuv0h7Qxzcif7o,Aerotechnica Ltd,Blik-M,"Length, overall",3.35 m (11 ft),,,,37,preview,Blik-M
3E27b0iSOuv0h7Qxzcif7o,Aerotechnica Ltd,Blik-M,Max level speed,"270 kt (500 km/h, 311 mph)",,,https://customer.janes.com/display/JUAVA874-JUAV,37,preview,Blik-M
3E27b0iSOuv0h7Qxzcif7o,Aerotechnica Ltd,Blik-M,Max level speed,"270 kt (500 km/h, 311 mph)",,,,37,preview,Blik-M
3E27b0iSOuv0h7Qxzcif7o,Aerotechnica Ltd,Blik-M,Max T-O weight,30 kg (66 lb),,,https://customer.janes.com/display/JUAVA874-JUAV,37,preview,Blik-M
3E27b0iSOuv0h7Qxzcif7o,Aerotechnica Ltd,Blik-M,Operating altitude,"6,000 m (19,685 ft) (Max)",,,,37,preview,Blik-M
3E27b0iSOuv0h7Qxzcif7o,Aerotechnica Ltd,Blik-M,Radius of operation,"124 km (67 nm, 77.1 mi) (max)",,,https://customer.janes.com/display/JUAVA874-JUAV,37,preview,Blik-M
3E27b0iSOuv0h7Qxzcif7o,Aerotechnica Ltd,Blik-M,Radius of operation,"124 km (67 nm, 77.1 mi) (max)",,,,37,preview,Blik-M
3E27b0iSOuv0h7Qxzcif7o,Aerotechnica Ltd,Blik-M,Wing span,2.47 m (8 ft 1 1/4 in),,,https://customer.janes.com/display/JUAVA874-JUAV,37,preview,Blik-M
3E27b0iSOuv0h7Qxzcif7o,Aerotechnica Ltd,Blik-M,Wing span,2.47 m (8 ft 1 1/4 in),,,,37,preview,Blik-M
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,Cruising speed,"57.2 kt (106 km/h, 65.9 mph)",,,https://customer.janes.com/display/JUAVA262-JUAV,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,Cruising speed,"57.2 kt (106 km/h, 65.9 mph)",,,,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,Endurance,6 hr 0 min (typical),,,,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,Gross wing area,0.95 m² (10.2 sq ft),,,https://customer.janes.com/display/JUAVA262-JUAV,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,"Height, overall",480 mm (1 ft 7 in),,,https://customer.janes.com/display/JUAVA262-JUAV,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,"Height, overall",480 mm (1 ft 7 in),,,,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,"Length, overall",1.17 m (3 ft 10 in),,,https://customer.janes.com/display/JUAVA262-JUAV,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,"Length, overall",1.17 m (3 ft 10 in),,,,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,Max level speed,"86.4 kt (160 km/h, 99.4 mph)",,,https://customer.janes.com/display/JUAVA262-JUAV,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,Max level speed,"86.4 kt (160 km/h, 99.4 mph)",,,,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,Max payload,4 kg (8 lb 13 oz),,,https://customer.janes.com/display/JUAVA262-JUAV,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,Max T-O weight,15 kg (33 lb),,,,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,Weight empty,9 kg (20 lb) (dry),,,https://customer.janes.com/display/JUAVA262-JUAV,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,Wing span,3.10 m (10 ft 2 in),,,https://customer.janes.com/display/JUAVA262-JUAV,38,preview,Border Eagle Mk-2
5a3sQty1j0iKVbIeEv2Cn3,Integrated Dynamics,Border Eagle Mk-2,Wing span,3.10 m (10 ft 2 in),,,,38,preview,Border Eagle Mk-2
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Cruising speed,"31 kt (57.4 km/h, 35.7 mph)",,,https://customer.janes.com/display/JUAVA993-JUAV,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Cruising speed,"31 kt (57.4 km/h, 35.7 mph)",,,,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Endurance,4 hr 0 min,,,,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,"Height, overall",260 mm (10 1/4 in),,,https://customer.janes.com/display/JUAVA993-JUAV,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,"Height, overall",260 mm (10 1/4 in),,,,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,"Length, overall",760 mm (2 ft 6 in),,,https://customer.janes.com/display/JUAVA993-JUAV,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,"Length, overall",760 mm (2 ft 6 in),,,,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Max level speed,"58 kt (107 km/h, 66.7 mph)",,,https://customer.janes.com/display/JUAVA993-JUAV,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Max level speed,"58 kt (107 km/h, 66.7 mph)",,,,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Max payload,2 kg (4 lb 6 1/2 oz),,,https://customer.janes.com/display/JUAVA993-JUAV,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Max T-O weight,15 kg (33 lb),,,https://customer.janes.com/display/JUAVA993-JUAV,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Operating altitude,"600 m (1,970 ft) (optimum for ground observation)",,,,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Radius of operation,"250 km (135 nm, 155 mi)",,,https://customer.janes.com/display/JUAVA993-JUAV,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Radius of operation,"250 km (135 nm, 155 mi)",,,,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Rate of climb,"660 m/min (2,165 ft/min)",,,,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Service ceiling,"3,500 m (11,485 ft)",,,https://customer.janes.com/display/JUAVA993-JUAV,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Wing span,3.57 m (11 ft 8 1/2 in),,,https://customer.janes.com/display/JUAVA993-JUAV,39,preview,Borey 10
4mSyrjK3jWLL1lmuD8FkCV,UAVOS INC,Borey 10,Wing span,3.57 m (11 ft 8 1/2 in),,,,39,preview,Borey 10
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Cruising speed,"39 kt (72.2 km/h, 44.9 mph)",,,https://customer.janes.com/display/JUAVA993-JUAV,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Cruising speed,"39 kt (72.2 km/h, 44.9 mph)",,,,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Endurance,5 hr 0 min,,,,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,"Height, overall",350 mm (1 ft 1 3/4 in),,,,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,"Length, overall",880 mm (2 ft 10 3/4 in),,,https://customer.janes.com/display/JUAVA993-JUAV,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,"Length, overall",880 mm (2 ft 10 3/4 in),,,,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Max level speed,"58 kt (107 km/h, 66.7 mph)",,,https://customer.janes.com/display/JUAVA993-JUAV,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Max level speed,"58 kt (107 km/h, 66.7 mph)",,,,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Max payload,4 kg (8 lb 13 oz),,,https://customer.janes.com/display/JUAVA993-JUAV,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Max T-O weight,26 kg (57 lb),,,https://customer.janes.com/display/JUAVA993-JUAV,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Radius of operation,"400 km (216 nm, 249 mi)",,,https://customer.janes.com/display/JUAVA993-JUAV,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Radius of operation,"400 km (216 nm, 249 mi)",,,,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Range,"120 km (65 nm, 74.8 mi) (Datalink)",,,https://customer.janes.com/display/JUAVA993-JUAV,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Range,"120 km (65 nm, 74.8 mi) (Datalink)",,,,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Rate of climb,241 m/min (791 ft/min),,,,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Service ceiling,"3,500 m (11,485 ft)",,,https://customer.janes.com/display/JUAVA993-JUAV,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Weight empty,8.7 kg (19 lb),,,https://customer.janes.com/display/JUAVA993-JUAV,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Wing span,4.37 m (14 ft 4 in),,,https://customer.janes.com/display/JUAVA993-JUAV,40,preview,Borey 20
68UxSRzrQjPDXl9ZcvxdGD,UAVOS INC,Borey 20,Wing span,4.37 m (14 ft 4 in),,,,40,preview,Borey 20
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Endurance,1 hr 30 min,,,,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,"Height, overall",350 mm (1 ft 1 3/4 in),,,https://customer.janes.com/display/JUAVA215-JUAV,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,"Height, overall",350 mm (1 ft 1 3/4 in),,,,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,"Length, overall",1.20 m (3 ft 11 1/4 in),,,https://customer.janes.com/display/JUAVA215-JUAV,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,"Length, overall",1.20 m (3 ft 11 1/4 in),,,,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Max launch weight,5.0 kg (11 lb),,,,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Max level speed,"56.7 kt (105 km/h, 65.2 mph)",,,https://customer.janes.com/display/JUAVA215-JUAV,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Max level speed,"56.7 kt (105 km/h, 65.2 mph)",,,,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Max payload,1 kg (2 lb 3 1/4 oz),,,https://customer.janes.com/display/JUAVA215-JUAV,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Max T-O weight,6.5 kg (14 lb),,,https://customer.janes.com/display/JUAVA215-JUAV,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Never-exceed speed,"64.79 kt (120 km/h, 74.6 mph)",,,,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Range,"15 km (8.1 nm, 9.32 mi) (LOS; typical maxima)",,,https://customer.janes.com/display/JUAVA215-JUAV,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Range,"15 km (8.1 nm, 9.32 mi) (LOS; typical maxima)",,,,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Rate of climb,"354 m/min (1,161 ft/min)",,,,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Service ceiling,"3,000 m (9,845 ft)",,,https://customer.janes.com/display/JUAVA215-JUAV,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Stalling speed,"22.14 kt (41 km/h, 25.5 mph)",,,,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Wing span,2.20 m (7 ft 2 1/2 in),,,https://customer.janes.com/display/JUAVA215-JUAV,41,preview,Cabure III
2IsRP9dCVWDdndVRUB229M,Nostromo Defensa SA,Cabure III,Wing span,2.20 m (7 ft 2 1/2 in),,,,41,preview,Cabure III
299s8Qb5ogahbUtfvrK3SQ,Top I Vision Ltd,Casper 250,Endurance,1 hr 30 min,,,,42,preview,Casper 250
299s8Qb5ogahbUtfvrK3SQ,Top I Vision Ltd,Casper 250,"Length, overall",1.70 m (5 ft 7 in),,,https://customer.janes.com/display/JUAVA129-JUAV,42,preview,Casper 250
299s8Qb5ogahbUtfvrK3SQ,Top I Vision Ltd,Casper 250,"Length, overall",1.70 m (5 ft 7 in),,,,42,preview,Casper 250
299s8Qb5ogahbUtfvrK3SQ,Top I Vision Ltd,Casper 250,Max T-O weight,5.5 kg (12 lb),,,https://customer.janes.com/display/JUAVA129-JUAV,42,preview,Casper 250
299s8Qb5ogahbUtfvrK3SQ,Top I Vision Ltd,Casper 250,Radius of operation,"10 km (5.4 nm, 6.21 mi) (mission)",,,https://customer.janes.com/display/JUAVA129-JUAV,42,preview,Casper 250
299s8Qb5ogahbUtfvrK3SQ,Top I Vision Ltd,Casper 250,Radius of operation,"10 km (5.4 nm, 6.21 mi) (mission)",,,,42,preview,Casper 250
299s8Qb5ogahbUtfvrK3SQ,Top I Vision Ltd,Casper 250,Service ceiling,"610 m (2,000 ft)",,,https://customer.janes.com/display/JUAVA129-JUAV,42,preview,Casper 250
299s8Qb5ogahbUtfvrK3SQ,Top I Vision Ltd,Casper 250,Wing span,2.50 m (8 ft 2 1/2 in),,,https://customer.janes.com/display/JUAVA129-JUAV,42,preview,Casper 250
