 time, distance, velocity_smooth,                 pace,       lat,       lng, altitude
 3922,  42118.7,           15.04,   0.0673724735322416,  41.06034, 19.698664,     21.7
 3923,  42133.3,           14.96,  0.06809338521400586, 41.060305, 19.698832,     21.8
 3924,  42147.9,           14.86,  0.06882989183873844, 41.060271, 19.699001,     21.9
 3925,  42162.4,           14.74,  0.06986027944111471,  41.06024, 19.699168,       22
 3926,  42176.4,           14.56,  0.07174887892376682, 41.060212, 19.699331,     22.1
 3927,  42190.4,           14.34,  0.07292616226071297, 41.060183, 19.699492,     22.3
 3928,  42203.8,            14.1,  0.07400555041628222, 41.060156, 19.699648,     22.6
 3929,  42217.1,           13.84,  0.07532956685499265, 41.060131, 19.699803,     22.8
 3930,  42230.2,           13.56,   0.0764818355640546, 41.060107, 19.699955,       23
 3931,    42243,           13.32,  0.07782101167315505, 41.060087, 19.700106,     23.2
 3932,    42256,           13.12,  0.07850834151129006, 41.060067, 19.700256,     23.4
 3933,  42268.6,           12.96,  0.07936507936507707, 41.060046, 19.700403,     23.6
 3934,    42281,           12.78,   0.0797607178464583, 41.060025, 19.700548,     23.7
 3935,  42293.2,            12.6,  0.07992895204262464, 41.060003, 19.700692,     23.9
 3936,  42305.7,           12.54,  0.08064516129032363, 41.059981, 19.700836,       24
 3937,  42317.9,           12.38,  0.08137432188065206, 41.059959,  19.70098,     24.3
 3938,  42330.5,           12.38,  0.08204193254329666, 41.059937, 19.701127,     24.5
 3939,  42342.8,           12.36,  0.08272058823529191, 41.059916, 19.701269,     24.8
 3940,  42354.6,           12.28,  0.08333333333333333, 41.059897, 19.701408,     25.1
 3941,  42366.6,           12.18,  0.08356545961002447, 41.059875, 19.701547,     25.4
 3942,  42378.3,           12.08,  0.08419083255378744, 41.059854, 19.701682,     25.6
 3943,  42389.8,           11.86,  0.08498583569404981, 41.059836, 19.701818,     25.9
 3944,  42401.2,           11.68,  0.08555133079848146, 41.059819, 19.701954,     26.1
 3945,  42413.4,           11.76,  0.08547008547008311, 41.059804, 19.702094,     26.3
 3946,  42424.8,           11.64,  0.08571428571428572, 41.059784, 19.702228,     26.5
 3947,  42436.4,           11.62,  0.08530805687203792, 41.059767, 19.702364,     26.7
 3948,    42448,           11.64,  0.08490566037735849, 41.059747,   19.7025,     26.9
 3949,  42459.9,           11.74,  0.08434864104966852, 41.059728, 19.702639,       27
 3950,  42471.6,           11.64,  0.08426966292135175, 41.059709, 19.702777,     27.2
 3951,  42483.8,            11.8,  0.08379888268156878,  41.05969, 19.702919,     27.4
 3952,  42495.8,           11.88,  0.08341056533827505,  41.05967, 19.703061,     27.6
 3953,  42507.9,           11.98,  0.08302583025830147, 41.059647, 19.703203,     27.7
 3954,  42520.2,           12.06,  0.08249312557287003, 41.059625, 19.703345,     27.9
 3955,  42532.2,           12.12,  0.08196721311475193, 41.059606, 19.703485,     28.1
 3956,  42544.3,            12.1,  0.08211678832116898, 41.059586, 19.703627,     28.2
 3957,  42556.4,           12.12,  0.08174386920981035, 41.059566, 19.703769,     28.2
 3958,    42569,           12.22,  0.08130081300813222, 41.059547, 19.703916,     28.3
 3959,  42581.4,           12.24,  0.08130081300812687, 41.059526, 19.704059,     28.3
 3960,  42593.4,           12.24,  0.08078994614003485, 41.059505,   19.7042,     28.4
 3961,  42605.9,           12.32,  0.08035714285714285, 41.059483, 19.704346,     28.5
 3962,  42618.6,           12.44,                 0.08,  41.05946, 19.704494,     28.6
 3963,  42630.9,           12.38,  0.07992007992008109, 41.059438, 19.704638,     28.6
 3964,  42643.6,           12.44,  0.07952286282306278, 41.059417, 19.704786,     28.7
 3965,  42656.3,           12.58,  0.07912957467853725, 41.059396, 19.704934,     28.7
 3966,  42668.9,            12.6,  0.07881773399014778, 41.059374,  19.70508,     28.8
 3967,  42681.5,           12.58,   0.0783545543584732, 41.059354, 19.705228,     28.8
 3968,    42694,           12.62,  0.07804878048780488, 41.059334, 19.705376,     28.8
 3969,    42707,           12.68,  0.07789678675754846, 41.059314, 19.705529,     28.9
 3970,  42720.1,           12.76,  0.07744433688286871, 41.059291, 19.705682,     28.9
 3971,    42733,           12.82,   0.0772200772200783, 41.059268, 19.705833,       29
 3972,  42746.1,           12.92,  0.07670182166826248, 41.059245, 19.705984,       29
 3973,    42759,              13,   0.0761904761904762, 41.059224, 19.706135,     29.1
 3974,  42772.2,           13.04,   0.0761904761904762, 41.059202, 19.706288,     29.1
 3975,  42785.1,              13,  0.07590132827324374, 41.059179,  19.70644,     29.2
 3976,  42798.3,           13.06,  0.07582938388625593, 41.059157, 19.706595,     29.2
 3977,    42812,           13.18,  0.07554296506137761, 41.059137, 19.706754,     29.2
 3978,  42825.1,           13.22,  0.07532956685498748, 41.059115, 19.706908,     29.2
 3979,  42838.4,           13.24,  0.07504690431519802, 41.059094, 19.707063,     29.3
 3980,  42851.6,            13.3,   0.0749765698219327, 41.059073, 19.707218,     29.3
 3981,  42864.9,           13.32,  0.07525870178739211, 41.059051, 19.707375,     29.3
 3982,  42878.4,           13.28,  0.07511737089201878, 41.059028, 19.707531,     29.3
 3983,  42891.7,           13.32,  0.07462686567164381, 41.059005, 19.707686,     29.3
 3984,    42905,           13.32,  0.07414272474513338, 41.058983, 19.707842,     29.3
 3985,  42918.3,           13.34,  0.07373271889400922,  41.05896, 19.707998,     29.2
 3986,  42931.6,           13.34,  0.07359705611775726, 41.058936, 19.708155,     29.2
 3987,  42945.6,           13.44,  0.07332722273143513, 41.058915, 19.708318,     29.1
 3988,  42959.5,           13.56,  0.07299270072992797, 41.058892,  19.70848,       29
 3989,  42973.4,           13.68,  0.07246376811594585, 41.058863, 19.708641,     28.9
 3990,  42987.1,           13.76,  0.07200720072007295, 41.058832, 19.708798,     28.8
 3991,  43000.8,           13.84,  0.07194244604316265, 41.058803, 19.708957,     28.7
 3992,  43014.6,            13.8,  0.07213706041478715, 41.058776, 19.709119,     28.6
 3993,  43028.7,           13.84,   0.0722021660649848, 41.058752, 19.709283,     28.5
 3994,  43042.7,           13.86,  0.07200720072007295, 41.058729, 19.709447,     28.4
 3995,  43056.8,           13.94,  0.07155635062612087, 41.058705, 19.709609,     28.3
 3996,  43070.4,           13.92,  0.07098491570540985, 41.058682, 19.709768,     28.2
 3997,  43084.2,           13.92,  0.07098491570540985,  41.05866, 19.709932,     28.1
 3998,  43098.2,            13.9,  0.07073386383730847, 41.058638, 19.710096,     28.1
 3999,  43112.6,           13.98,  0.07085916740478665, 41.058613, 19.710266,       28
 4000,  43127.3,            14.1,  0.07067137809187461, 41.058592, 19.710435,     27.9
 4001,  43141.4,            14.2,    0.070422535211264, 41.058571, 19.710602,     27.8
 4002,  43155.8,           14.32,   0.0702987697715272, 41.058548, 19.710768,     27.7
 4003,  43169.7,            14.3,  0.07023705004389726, 41.058523,  19.71093,     27.7
 4004,  43183.6,            14.2,   0.0702987697715317, 41.058497, 19.711092,     27.6
 4005,  43197.8,            14.1,  0.07011393514461088, 41.058471, 19.711257,     27.5
 4006,    43212,           14.12,  0.07017543859649122,  41.05844, 19.711422,     27.4
 4007,  43226.5,           14.14,  0.06993006993006586, 41.058398, 19.711587,     27.3
 4008,  43241.1,           14.28,  0.06979062811565101, 41.058353, 19.711749,     27.2
 4009,  43255.5,           14.38,  0.06979062811565608, 41.058301, 19.711907,     27.1
 4010,  43269.8,            14.4,  0.06979062811565101, 41.058246, 19.712061,       27
 4011,  43283.9,           14.38,  0.06993006993007095, 41.058185, 19.712209,       27
 4012,  43298.1,           14.32,  0.06999999999999999,  41.05812, 19.712355,     26.9
 4013,  43312.3,           14.24,  0.07067137809187461, 41.058051, 19.712498,     26.9
 4014,  43326.6,           14.22,  0.07117437722420297, 41.057977, 19.712637,     26.9
 4015,  43341.1,           14.26,  0.07149240393208128,   41.0579, 19.712773,       27
 4016,  43354.9,            14.2,  0.07213706041478715, 41.057821, 19.712901,       27
 4017,  43368.7,           14.12,  0.07279344858963079, 41.057739, 19.713024,     27.1
 4018,  43382.2,           13.98,  0.07312614259597709, 41.057658, 19.713145,     27.2
 4019,  43395.8,           13.84,  0.07352941176470391, 41.057577, 19.713266,     27.2
 4020,    43409,           13.58,   0.0732600732600752, 41.057498, 19.713383,     27.3
 4021,  43422.2,           13.46,  0.07366482504603657, 41.057417,   19.7135,     27.3
 4022,    43436,           13.46,  0.07380073800737909, 41.057332, 19.713621,     27.4
 4023,  43449.9,           13.54,  0.07373271889400922, 41.057247, 19.713743,     27.4
 4024,  43464.1,           13.66,  0.07359705611775726, 41.057164, 19.713865,     27.4
 4025,  43477.3,           13.66,  0.07339449541284404, 41.057084, 19.713981,     27.5
 4026,  43490.6,           13.68,  0.07373271889400922, 41.057003,   19.7141,     27.5
 4027,  43504.3,           13.66,  0.07400555041628222,  41.05692, 19.714221,     27.5
 4028,  43517.7,           13.56,  0.07504690431519802, 41.056837, 19.714337,     27.6
 4029,  43531.2,           13.42,  0.07518796992481615, 41.056753, 19.714454,     27.7
 4030,  43544.5,           13.44,  0.07547169811320754, 41.056671,  19.71457,     27.8
 4031,    43558,           13.48,   0.0761179828734549,  41.05659, 19.714686,       28
 4032,  43570.7,           13.28,  0.07655502392344497, 41.056511, 19.714797,     28.1
 4033,  43583.7,            13.2,  0.07692307692307693, 41.056432, 19.714911,     28.2
 4034,  43596.6,           13.08,  0.07684918347742663, 41.056356, 19.715026,     28.2
 4035,  43609.4,           12.98,  0.07692307692307693,  41.05628,  19.71514,     28.3
 4036,  43622.2,           12.84,  0.07648183556404928, 41.056202, 19.715254,     28.3
 4037,  43635.2,            12.9,  0.07648183556404928,  41.05612, 19.715368,     28.4
 4038,  43648.6,           12.98,  0.07590132827324374, 41.056041, 19.715487,     28.5
 4039,    43662,           13.08,  0.07554296506137761, 41.055972, 19.715616,     28.5
 4040,  43675.3,           13.18,  0.07532956685498748, 41.055905, 19.715746,     28.6
 4041,  43688.3,           13.22,  0.07490636704119646, 41.055835, 19.715873,     28.6
 4042,    43702,           13.36,  0.07428040854224398,  41.05576,    19.716,     28.5
 4043,  43715.3,           13.34,  0.07352941176470391, 41.055689, 19.716128,     28.4
 4044,  43728.4,           13.28,  0.07272727272727272,  41.05562, 19.716254,     28.3
 4045,    43742,           13.34,  0.07130124777183786, 41.055547, 19.716387,       28
 4046,  43756.3,            13.6,  0.07042253521126851, 41.055473, 19.716525,     27.8
 4047,  43770.8,           13.76,  0.06979062811565608, 41.055395, 19.716663,     27.5
 4048,  43785.3,              14,  0.06882989183874337, 41.055317, 19.716803,     27.2
 4049,  43800.5,           14.42,  0.06829268292682927, 41.055238, 19.716949,       27
 4050,  43815.6,           14.72,  0.06802721088435759, 41.055161, 19.717095,     26.8
 4051,  43830.1,           14.76,  0.06822612085770077, 41.055084, 19.717235,     26.7
 4052,  43844.5,           14.74,  0.06835937500000389, 41.055009, 19.717376,     26.6
 4053,  43859.2,           14.78,  0.06910167818361104, 41.054929, 19.717515,     26.5
 4054,  43873.4,           14.58,  0.06965174129353234, 41.054854, 19.717652,     26.4
 4055,  43887.7,           14.42,  0.06979062811565101, 41.054775, 19.717787,     26.4
 4056,  43901.8,           14.34,  0.07036059806508535, 41.054696, 19.717918,     26.4
 4057,  43916.1,           14.32,  0.07092198581560101, 41.054614, 19.718049,     26.5
 4058,  43930.4,           14.24,  0.07130124777183786, 41.054534,  19.71818,     26.6
 4059,  43944.3,           14.18,  0.07111111111111111, 41.054459, 19.718314,     26.8
 4060,  43958.2,            14.1,  0.07136485280999201, 41.054387, 19.718447,       27
 4061,    43972,           14.04,  0.07181328545780875, 41.054315, 19.718582,     27.2
 4062,  43985.6,            13.9,  0.07246376811594107,  41.05424, 19.718714,     27.3
 4063,  44000.2,           13.96,  0.07299270072992797, 41.054165, 19.718854,     27.5
 4064,  44013.9,           13.92,  0.07339449541284404, 41.054093, 19.718987,     27.7
 4065,  44027.5,           13.86,  0.07352941176470391, 41.054019, 19.719115,     27.8
 4066,  44040.8,           13.76,  0.07359705611775233, 41.053947,  19.71924,     27.9
 4067,  44053.9,           13.66,  0.07441860465116279, 41.053871, 19.719362,       28
 4068,  44067.2,            13.4,  0.07462686567164381, 41.053792, 19.719481,     27.9
 4069,  44080.8,           13.38,  0.07483629560336662, 41.053713, 19.719604,     27.8
 4070,  44094.3,           13.36,  0.07462686567164381, 41.053635, 19.719727,     27.8
 4071,  44107.7,           13.38,  0.07428040854224899,  41.05356, 19.719852,     27.9
 4072,  44121.1,           13.44,  0.07414272474513338, 41.053483, 19.719973,     27.9
 4073,  44134.4,           13.44,  0.07414272474513839, 41.053407, 19.720096,     27.9
 4074,    44148,           13.44,  0.07414272474513839, 41.053328, 19.720218,     27.9
 4075,  44161.6,           13.46,  0.07421150278292934, 41.053247, 19.720341,     27.9
 4076,  44175.1,           13.48,  0.07428040854224398, 41.053164, 19.720459,     27.7
 4077,  44188.7,           13.52,  0.07407407407407407,  41.05308, 19.720576,     27.6
 4078,  44202.2,           13.56,  0.07414272474513338, 41.052996, 19.720692,     27.7
 4079,  44215.5,            13.5,  0.07380073800737909, 41.052913, 19.720807,     27.8
 4080,  44228.8,           13.44,  0.07380073800737909, 41.052832, 19.720924,     27.8
 4081,  44242.4,           13.46,  0.07386888273314668, 41.052749, 19.721044,     27.8
 4082,  44255.9,           13.44,  0.07380073800737909, 41.052667, 19.721163,     27.7
 4083,    44270,           13.56,  0.07346189164370884, 41.052578, 19.721281,     27.7
 4084,  44283.5,            13.6,   0.0730593607305936,  41.05249, 19.721392,     27.7
 4085,    44297,           13.64,   0.0732600732600752, 41.052399,   19.7215,     27.7
 4086,  44310.6,           13.64,  0.07312614259597709, 41.052307, 19.721607,     27.7
 4087,  44324.4,            13.7,   0.0732600732600752, 41.052215, 19.721717,     27.7
 4088,  44338.3,           13.66,   0.0731930466605653, 41.052123, 19.721826,     27.7
 4089,  44351.6,           13.62,  0.07299270072992797, 41.052033, 19.721932,     27.7
 4090,  44365.3,           13.66,   0.0731930466605653,  41.05194, 19.722038,     27.7
 4091,  44379.2,           13.72,  0.07312614259597709, 41.051844, 19.722144,     27.6
 4092,  44392.8,           13.68,  0.07312614259598195, 41.051751,  19.72225,     27.6
 4093,  44406.6,           13.66,  0.07259528130671218, 41.051658, 19.722358,     27.5
 4094,  44419.9,           13.66,  0.07233273056057961, 41.051567, 19.722462,     27.6
 4095,  44433.8,            13.7,  0.07252946509519301, 41.051475, 19.722574,     27.6
 4096,  44447.7,            13.7,  0.07239819004524888, 41.051385,  19.72269,     27.6
 4097,  44461.8,            13.8,  0.07233273056057961, 41.051293, 19.722805,     27.4
 4098,  44475.9,           13.86,  0.07194244604316735, 41.051198, 19.722915,     27.4
 4099,  44489.5,           13.92,  0.07181328545781344, 41.051104, 19.723019,     27.3
 4100,  44503.3,            13.9,  0.07174887892376682, 41.051008, 19.723123,     27.1
 4101,  44517.2,            13.9,  0.07168458781362101, 41.050913,  19.72323,     27.1
 4102,  44531.1,           13.86,  0.07187780772686715, 41.050818, 19.723338,     27.1
 4103,  44545.2,           13.86,  0.07149240393208128, 41.050718, 19.723442,     27.1
 4104,  44559.2,           13.94,  0.07130124777183786,  41.05062, 19.723548,       27
 4105,  44573.4,           14.02,  0.07149240393208128, 41.050522, 19.723655,     26.9
 4106,  44587.2,              14,  0.07187780772686245, 41.050428, 19.723765,     26.8
 4107,  44601.4,           14.06,  0.07220216606498005, 41.050332, 19.723876,     26.7
 4108,  44615.5,           14.06,  0.07233273056057485, 41.050237, 19.723984,     26.7
 4109,  44629.1,           13.98,  0.07266121707538697, 41.050144, 19.724088,     26.8
 4110,  44642.4,            13.8,  0.07272727272727272, 41.050053, 19.724193,     26.9
 4111,    44656,           13.76,  0.07312614259597709, 41.049959, 19.724297,     27.1
 4112,  44669.8,           13.68,  0.07339449541284404, 41.049866, 19.724407,       27
 4113,  44683.5,            13.6,  0.07292616226070812, 41.049773, 19.724513,       27
 4114,  44697.2,           13.62,  0.07239819004524888, 41.049679, 19.724619,     26.8
 4115,  44710.8,           13.68,  0.07226738934056197, 41.049586, 19.724725,     26.7
 4116,  44724.5,            13.7,   0.0722021660649848, 41.049492, 19.724833,     26.8
 4117,  44738.8,            13.8,  0.07207207207207207, 41.049396, 19.724943,     26.9
 4118,  44752.9,           13.88,  0.07194244604316265, 41.049299, 19.725049,     26.9
 4119,  44766.7,            13.9,  0.07162041181736982, 41.049204, 19.725156,     26.8
 4120,  44780.6,           13.96,  0.07142857142857142, 41.049108, 19.725263,     26.7
 4121,  44794.5,              14,  0.07181328545781344, 41.049014, 19.725373,     26.6
 4122,  44808.4,           13.92,  0.07207207207207207, 41.048922, 19.725486,     26.4
 4123,  44822.5,           13.92,  0.07220216606498005, 41.048831, 19.725602,     26.3
 4124,  44836.5,           13.96,  0.07239819004524888, 41.048741, 19.725717,     26.3
 4125,  44850.2,           13.92,  0.07252946509519301, 41.048649, 19.725826,     26.3
 4126,  44863.9,           13.88,  0.07266121707538697, 41.048557, 19.725934,     26.2
 4127,  44877.5,           13.82,  0.07272727272727272, 41.048466, 19.726043,     26.2
 4128,  44891.1,           13.72,  0.07272727272727272, 41.048373, 19.726148,     26.2
 4129,  44904.8,           13.66,  0.07252946509519301, 41.048279, 19.726254,     26.1
 4130,  44918.5,           13.66,  0.07246376811594107, 41.048184,  19.72636,       26
 4131,  44932.5,           13.72,  0.07226738934056197, 41.048089, 19.726469,     25.9
 4132,  44946.5,            13.8,  0.07194244604316265, 41.047991, 19.726574,     25.8
 4133,  44960.5,           13.88,  0.07181328545781344, 41.047894, 19.726679,     25.8
 4134,  44974.3,            13.9,  0.07149240393208128, 41.047798, 19.726784,       26
 4135,  44988.2,           13.94,  0.07142857142857142, 41.047703, 19.726893,       26
 4136,  45002.3,           13.96,   0.0715563506261162, 41.047607, 19.727002,       26
 4137,  45016.2,           13.94,  0.07181328545780875,  41.04751, 19.727108,       26
 4138,  45030.4,           13.98,  0.07168458781362101, 41.047413, 19.727216,       26
 4139,  45044.5,           14.04,  0.07187780772686245, 41.047317, 19.727325,       26
 4140,  45058.3,           14.02,  0.07213706041479188, 41.047223,  19.72743,       26
 4141,  45071.9,           13.92,  0.07239819004524888, 41.047129, 19.727536,       26
 4142,  45085.9,           13.94,   0.0725294650951978, 41.047036, 19.727647,       26
 4143,  45099.5,           13.82,  0.07239819004524888, 41.046944, 19.727754,     26.1
 4144,  45113.2,           13.74,  0.07239819004524888, 41.046849, 19.727857,     26.1
 4145,  45126.7,           13.68,   0.0722021660649848, 41.046754, 19.727959,     26.1
 4146,  45140.7,           13.76,  0.07239819004524888, 41.046657, 19.728068,       26
 4147,    45155,           13.82,  0.07233273056057961, 41.046561, 19.728178,       26
 4148,  45168.8,           13.86,  0.07220216606498005, 41.046468, 19.728287,       26
 4149,  45182.7,            13.9,  0.07200720072006823, 41.046375, 19.728398,       26
 4150,  45196.4,           13.94,  0.07226738934055722, 41.046283, 19.728505,       26
 4151,  45210.1,           13.88,  0.07292616226071297, 41.046189, 19.728613,       26
 4152,    45224,            13.8,   0.0730593607305936, 41.046095, 19.728722,       26
 4153,  45237.8,            13.8,   0.0728597449908906, 41.046003, 19.728831,       26
 4154,  45251.4,           13.74,  0.07279344858962597, 41.045912, 19.728939,       26
 4155,  45264.7,           13.66,   0.0731930466605653, 41.045819, 19.729042,     25.8
 4156,  45278.3,           13.64,   0.0731930466605653, 41.045725, 19.729148,     25.7
 4157,  45292.5,            13.7,  0.07312614259598195, 41.045631, 19.729259,     25.7
 4158,  45306.3,            13.7,  0.07292616226071297, 41.045539, 19.729368,     25.7
 4159,  45319.4,            13.6,  0.07246376811594107,  41.04545, 19.729472,     25.6
 4160,  45333.3,           13.72,  0.07187780772686715, 41.045358, 19.729582,     25.6
 4161,  45347.2,           13.78,  0.07181328545780875, 41.045264, 19.729693,     25.6
 4162,  45361.1,           13.72,  0.07187780772686715, 41.045168,   19.7298,     25.6
 4163,  45375.1,           13.76,  0.07130124777183786,  41.04507, 19.729906,     25.6
 4164,  45389.6,           14.04,  0.07098491570541443, 41.044971, 19.730016,     25.6
 4165,  45403.9,           14.12,  0.07104795737122191, 41.044873, 19.730124,     25.6
 4166,  45417.6,           14.08,  0.07079646017699115, 41.044778, 19.730229,     25.6
 4167,  45431.6,            14.1,  0.07079646017699115,  41.04468, 19.730336,     25.6
 4168,    45446,           14.18,  0.07117437722419837, 41.044583, 19.730448,     25.4
 4169,  45459.8,           14.04,  0.07130124777183786, 41.044489, 19.730558,     25.3
 4170,  45474.1,           14.04,  0.07060900264783579, 41.044393,  19.73067,     25.3
 4171,  45488.1,            14.1,  0.07085916740478208, 41.044298, 19.730779,     25.4
 4172,    45502,           14.08,  0.07136485280999201, 41.044201, 19.730886,     25.3
 4173,  45516.1,           14.02,  0.07155635062612087, 41.044103, 19.730995,     25.3
 4174,  45530.9,           14.22,  0.07207207207207207, 41.044005, 19.731108,     25.4
 4175,  45544.5,           14.08,  0.07233273056057961, 41.043911, 19.731213,     25.4
 4176,  45558.1,              14,  0.07246376811594107, 41.043817, 19.731317,     25.4
 4177,  45571.6,           13.92,  0.07266121707538697, 41.043723, 19.731417,     25.4
 4178,  45585.1,            13.8,  0.07319304666057017,  41.04363, 19.731521,     25.4
 4179,  45598.7,           13.56,  0.07292616226071297, 41.043536, 19.731626,     25.3
 4180,  45612.4,           13.58,  0.07252946509519301, 41.043441,  19.73173,     25.3
 4181,  45626.2,           13.62,  0.07220216606498005, 41.043346, 19.731836,     25.4
 4182,  45640.2,           13.72,  0.07174887892376682,  41.04325, 19.731944,     25.3
 4183,  45654.2,           13.82,  0.07142857142857142, 41.043154, 19.732053,     25.3
 4184,  45668.4,           13.94,  0.07142857142857142, 41.043057, 19.732162,     25.2
 4185,  45682.4,              14,   0.0715563506261162, 41.042964, 19.732275,     25.1
 4186,  45696.6,           14.08,  0.07142857142857142,  41.04287, 19.732388,     25.1
 4187,  45710.7,            14.1,  0.07130124777183323, 41.042774, 19.732498,     25.1
 4188,  45724.4,           14.04,  0.07155635062612087, 41.042678,   19.7326,     25.1
 4189,    45738,           13.92,  0.07142857142857142, 41.042583, 19.732705,     25.1
 4190,  45752.2,           13.96,  0.07174887892376682, 41.042486, 19.732815,     25.1
 4191,  45766.4,           13.96,  0.07187780772686245,  41.04239, 19.732923,       25
 4192,  45780.2,            13.9,  0.07174887892376682, 41.042294, 19.733029,       25
 4193,  45794.4,              14,  0.07168458781362101, 41.042196, 19.733135,       25
 4194,  45808.1,           14.02,  0.07194244604316265, 41.042101, 19.733239,       25
 4195,    45822,           13.96,  0.07226738934056197, 41.042005, 19.733346,       25
 4196,  45835.9,            13.9,  0.07226738934055722, 41.041911, 19.733456,     25.1
 4197,  45849.6,           13.88,  0.07246376811594107, 41.041818, 19.733561,     25.1
 4198,  45863.4,            13.8,  0.07239819004524888, 41.041723, 19.733667,       25
 4199,  45877.1,            13.8,  0.07226738934056197, 41.041629, 19.733773,       25
 4200,  45890.9,           13.78,  0.07207207207207207, 41.041535, 19.733881,       25
 4201,  45904.8,           13.78,  0.07194244604316265,  41.04144, 19.733989,     25.1
 4202,  45918.6,            13.8,  0.07168458781362101, 41.041345, 19.734098,     25.1
 4203,  45932.7,           13.86,  0.07123775601068381, 41.041251,  19.73421,     25.1
 4204,  45946.9,           13.96,  0.07111111111111111, 41.041158, 19.734323,     25.3
 4205,  45960.8,           13.98,  0.07085916740478665, 41.041065, 19.734434,     25.5
 4206,    45975,           14.04,  0.07060900264783579, 41.040971, 19.734549,     25.5
 4207,  45989.4,           14.16,  0.07017543859649122, 41.040876, 19.734663,     25.5
 4208,  46003.4,           14.14,   0.0700525394045552, 41.040778,  19.73477,     25.6
 4209,  46017.7,           14.16,  0.06979062811565608, 41.040678, 19.734877,     25.7
 4210,  46031.9,           14.22,  0.06972111553784759, 41.040578, 19.734986,     25.7
 4211,  46046.7,           14.34,  0.06972111553784759, 41.040479, 19.735102,     25.8
 4212,  46061.1,           14.34,  0.06937561942517244, 41.040382, 19.735215,     25.7
 4213,  46075.4,            14.4,  0.06916996047430532, 41.040285, 19.735327,     25.7
 4214,  46089.8,           14.42,  0.06903353057199112, 41.040187,  19.73544,     25.6
 4215,  46104.3,           14.48,  0.06937561942517244,  41.04009, 19.735555,     25.6
 4216,  46118.9,           14.44,  0.06944444444444244, 41.039991, 19.735669,     25.7
 4217,  46133.3,           14.44,   0.0693069306930693,  41.03989, 19.735775,     25.7
 4218,  46147.6,           14.44,   0.0695134061569037, 41.039788,  19.73588,     25.8
 4219,  46161.9,           14.42,  0.06965174129353234, 41.039689, 19.735991,     25.9
 4220,  46176.4,           14.42,  0.06972111553784759, 41.039592, 19.736104,     25.9
 4221,  46190.5,           14.32,  0.06972111553785264, 41.039495, 19.736213,       26
 4222,  46204.8,            14.3,  0.06986027944111471, 41.039396, 19.736323,     26.1
 4223,  46219.3,           14.34,  0.06999999999999999, 41.039297, 19.736435,     26.1
 4224,  46233.7,           14.36,  0.07067137809187461,   41.0392, 19.736547,     26.1
 4225,  46247.8,           14.28,  0.07079646017699115, 41.039104, 19.736656,     26.1
 4226,  46261.9,           14.28,  0.07123775601068844, 41.039008, 19.736763,     26.1
 4227,  46275.7,           14.18,  0.07168458781362101, 41.038912,  19.73687,     26.2
 4228,  46289.6,           14.06,  0.07226738934055722, 41.038815, 19.736977,     26.2
 4229,  46303.5,           13.96,  0.07233273056057961,  41.03872, 19.737083,     26.2
 4230,  46317.1,           13.86,   0.0725294650951978, 41.038627, 19.737188,     26.2
 4231,  46330.9,            13.8,  0.07259528130671218, 41.038532, 19.737294,     26.3
 4232,  46344.4,           13.74,  0.07279344858962597,  41.03844, 19.737401,     26.3
 4233,  46358.4,           13.76,  0.07259528130671698, 41.038348, 19.737513,     26.3
 4234,  46372.2,           13.74,  0.07259528130671218, 41.038255, 19.737621,     26.3
 4235,  46385.9,           13.76,  0.07285974499089543, 41.038163, 19.737731,     26.4
 4236,  46399.5,           13.72,  0.07285974499089543, 41.038068, 19.737836,     26.4
 4237,  46413.7,           13.86,  0.07332722273144003, 41.037971, 19.737942,     26.5
 4238,  46427.3,           13.78,  0.07359705611775233, 41.037879, 19.738048,     26.5
 4239,  46440.7,            13.7,  0.07400555041628222, 41.037791, 19.738158,     26.5
 4240,  46454.2,           13.66,  0.07414272474513338, 41.037704,  19.73827,     26.6
 4241,  46467.5,            13.6,  0.07490636704119646, 41.037619, 19.738381,     26.6
 4242,  46480.9,           13.44,  0.07511737089201878, 41.037534, 19.738494,     26.7
 4243,    46494,           13.34,  0.07511737089201878,  41.03745, 19.738604,     26.8
 4244,  46507.4,           13.34,  0.07511737089201878, 41.037368,  19.73872,     26.9
 4245,  46520.5,           13.26,  0.07525870178739211, 41.037288, 19.738836,       27
 4246,  46533.8,           13.26,  0.07525870178739726, 41.037208, 19.738955,     27.1
 4247,  46547.2,           13.26,  0.07504690431519802, 41.037129, 19.739076,     27.1
 4248,  46560.7,           13.34,  0.07554296506137761, 41.037051, 19.739197,     27.1
 4249,  46573.8,           13.28,  0.07568590350047512, 41.036977,  19.73932,     27.1
 4250,  46587.2,           13.34,  0.07582938388625593, 41.036902, 19.739444,     27.1
 4251,  46600.6,           13.36,  0.07568590350046991,  41.03683, 19.739568,     27.1
 4252,  46613.3,           13.22,  0.07568590350046991, 41.036765, 19.739693,     27.2
 4253,  46626.2,            13.1,  0.07561436672968176, 41.036702, 19.739823,     27.2
 4254,  46639.3,            13.1,  0.07561436672967656, 41.036637, 19.739955,     27.2
 4255,  46652.9,           13.14,   0.0757575757575768, 41.036568, 19.740088,     27.2
 4256,  46666.4,           13.16,  0.07561436672968176, 41.036502, 19.740222,     27.2
 4257,  46679.6,           13.26,  0.07497656982192757, 41.036441, 19.740358,     27.2
