 time, distance, velocity_smooth,                 pace,       lat,       lng, altitude
    0,      2.1,               0,  0.40275049115913547, 41.308928, 19.445484,      0.6
    1,      3.9,             1.8,  0.40275049115913547, 41.308948, 19.445481,      0.7
    2,      5.7,             1.8,  0.40275049115913547, 41.308964, 19.445491,      0.8
    3,        8,           1.967,  0.40275049115913547, 41.308982, 19.445509,      0.8
    4,       11,           2.225,  0.40275049115913547, 41.308997, 19.445538,      0.9
    5,     14.2,            2.42,  0.40275049115913547, 41.309015, 19.445571,        1
    6,     17.6,            2.74,  0.40275049115913547, 41.309031, 19.445605,      1.1
    7,     20.7,               3,  0.40275049115913547, 41.309046, 19.445636,      1.2
    8,     23.5,             3.1,  0.40275049115913547, 41.309057, 19.445663,      1.3
    9,     25.5,             2.9,  0.40275049115913547, 41.309064, 19.445684,      1.3
   10,     26.9,            2.54,  0.40275049115913547, 41.309072, 19.445701,      1.4
   11,     28.9,            2.26,  0.40275049115913547, 41.309082,  19.44572,      1.4
   12,     30.9,            2.04,  0.40275049115913547, 41.309091, 19.445741,      1.5
   13,     33.3,            1.96,  0.40275049115913547,   41.3091, 19.445766,      1.5
   14,     35.5,               2,  0.40275049115913547, 41.309111, 19.445789,      1.6
   15,     37.9,             2.2,  0.40275049115913547, 41.309123, 19.445812,      1.6
   16,     39.9,             2.2,  0.40275049115913547, 41.309133, 19.445832,      1.7
   17,     41.6,            2.14,  0.40275049115913547, 41.309143, 19.445849,      1.7
   18,     43.8,             2.1,  0.40275049115913547, 41.309154, 19.445868,      1.9
   19,     44.8,            1.86,  0.40275049115913547, 41.309157, 19.445883,      1.9
   20,     46.8,            1.78,  0.40275049115913547, 41.309168, 19.445898,        2
   21,       48,            1.62,                  0.4, 41.309176, 19.445909,        2
   22,     49.8,            1.64,  0.39331366764995085, 41.309187, 19.445926,        2
   23,     51.6,            1.56,   0.3883495145631068, 41.309199, 19.445943,        2
   24,     53.7,            1.78,  0.38999999999999996, 41.309215, 19.445956,      2.1
   25,     55.7,            1.78,  0.38986354775828463, 41.309231, 19.445969,      2.1
   26,       58,               2,   0.3921568627450981, 41.309251, 19.445984,      2.2
   27,     61.3,             2.3,  0.39100684261974583, 41.309275, 19.446004,      2.2
   28,     64.5,            2.58,   0.3902439024390244, 41.309302, 19.446021,      2.3
   29,     68.7,               3,  0.38805970149253727, 41.309333, 19.446042,      2.3
   30,     72.8,            3.42,   0.3838582677165354, 41.309366, 19.446067,      2.4
   31,     76.8,            3.76,  0.37735849056603776, 41.309398, 19.446088,      2.4
   32,     80.7,            3.88,   0.3743842364532019, 41.309428, 19.446108,      2.5
   33,       84,             3.9,   0.3736479842674533, 41.309451, 19.446137,      2.5
   34,     87.8,            3.82,   0.3718199608610568, 41.309475, 19.446166,      2.5
   35,     90.2,            3.48,   0.3692614770459082, 41.309487, 19.446192,      2.5
   36,     92.9,            3.22,  0.36489151873767256, 41.309505, 19.446214,      2.5
   37,     95.2,             2.9,    0.354679802955665, 41.309517, 19.446235,      2.5
   38,     97.2,            2.64,   0.3525954946131244, 41.309527, 19.446253,      2.5
   39,       99,            2.24,   0.3468780971258672, 41.309534, 19.446275,      2.5
   40,    101.3,            2.22,   0.3386454183266932, 41.309546, 19.446298,      2.5
   41,    103.9,             2.2,   0.3379721669980119,  41.30956, 19.446325,      2.6
   42,    107.4,            2.44,  0.33730158730158727,  41.30958, 19.446357,      2.6
   43,      111,            2.76,   0.3386454183266932,   41.3096, 19.446386,      2.7
   44,      114,               3,  0.34146341463414637,  41.30962,  19.44641,      2.7
   45,    116.8,             3.1,    0.343811394891945,  41.30964, 19.446432,      2.7
   46,    119.6,            3.14,  0.34653465346534656, 41.309659, 19.446455,      2.8
   47,      123,            3.12,  0.35467980295566504, 41.309685, 19.446476,      2.8
   48,      126,               3,  0.35679845708775315,  41.30971,  19.44649,      2.8
   49,    128.5,             2.9,   0.3623898139079334, 41.309727, 19.446517,      2.8
   50,    131.6,            2.96,   0.3652517275419546, 41.309735, 19.446558,      2.8
   51,    134.8,            3.04,  0.36489151873767256, 41.309727, 19.446595,      2.8
   52,    137.2,            2.84,   0.3656126482213439, 41.309715, 19.446622,      2.8
   53,    140.1,            2.82,   0.3692614770459082, 41.309696, 19.446645,      2.8
   54,      143,             2.9,  0.36852589641434264, 41.309672, 19.446664,      2.8
   55,    146.3,            2.94,   0.3688933200398804, 41.309645, 19.446679,      2.8
   56,    148.9,            2.82,  0.36561264822134387, 41.309624, 19.446698,      2.8
   57,      152,            2.96,   0.3585657370517928, 41.309606, 19.446719,      2.8
   58,    154.3,            2.84,   0.3550295857988166, 41.309593, 19.446738,      2.8
   59,    156.5,             2.7,   0.3505355404089582, 41.309583, 19.446757,      2.8
   60,    158.4,            2.42,  0.35121951219512193, 41.309573, 19.446779,      2.8
   61,    160.5,            2.32,            0.3515625, 41.309565, 19.446804,      2.8
   62,    163.1,            2.22,   0.3498542274052478, 41.309562, 19.446835,      2.9
   63,    165.5,            2.24,  0.34965034965034963,  41.30956, 19.446866,      2.9
   64,      168,             2.3,   0.3475670307845084, 41.309557, 19.446895,      2.9
   65,    170.2,            2.36,   0.3455083909180651, 41.309556, 19.446921,      2.9
   66,    172.4,            2.38,   0.3421309872922776, 41.309558, 19.446948,        3
   67,    174.9,            2.36,  0.33497536945812806, 41.309568, 19.446978,        3
   68,    178.1,            2.52,  0.32913843175217816, 41.309583, 19.447014,        3
   69,    182.1,            2.82,   0.3270564915758176, 41.309605, 19.447046,      3.1
   70,    185.2,               3,  0.32258064516129026, 41.309627, 19.447068,      3.2
   71,      188,            3.12,   0.3171456888007929, 41.309651, 19.447082,      3.2
   72,    190.6,            3.14,  0.30798845043310874, 41.309676, 19.447091,      3.3
   73,    193.2,            3.02,   0.3075396825396825,   41.3097, 19.447097,      3.3
   74,    196.4,            2.86,  0.29440628066732094, 41.309727, 19.447091,      3.4
   75,    199.4,            2.84,   0.2827521206409048, 41.309752, 19.447076,      3.5
   76,    202.7,            2.94,  0.27613412228796846, 41.309781, 19.447057,      3.6
   77,    206.6,             3.2,  0.26666666666666666, 41.309813,  19.44704,      3.7
   78,    209.9,            3.34,  0.25922233300099695, 41.309847, 19.447035,      3.8
   79,    213.4,             3.4,  0.24904214559386972, 41.309879, 19.447039,      3.8
   80,    216.9,             3.5,   0.2453385672227674, 41.309906, 19.447062,      3.9
   81,    220.3,            3.52,  0.23880597014925367, 41.309922, 19.447098,        4
   82,    224.3,            3.54,   0.2318840579710145, 41.309936, 19.447143,      4.1
   83,    228.3,            3.68,  0.22840119165839126, 41.309954, 19.447187,      4.1
   84,    233.1,            3.94,  0.21674876847290642, 41.309979, 19.447238,      4.3
   85,    238.1,            4.24,  0.20952380952380958, 41.310018, 19.447268,      4.4
   86,    242.4,            4.42,  0.20588235294117652, 41.310059, 19.447273,      4.6
   87,    247.2,            4.58,  0.19782393669634027, 41.310103, 19.447262,      4.8
   88,    252.8,             4.9,   0.1926782273603083, 41.310151, 19.447242,        5
   89,    258.4,            5.06,    0.189431704885344,   41.3102, 19.447226,      5.2
   90,    264.5,            5.28,   0.1841085271317829, 41.310252, 19.447206,      5.3
   91,    270.5,            5.62,  0.17458777885548016, 41.310301, 19.447175,      5.5
   92,    276.8,            5.92,  0.16901408450704225, 41.310352, 19.447148,      5.7
   93,    282.6,            5.96,  0.16715830875122908, 41.310401, 19.447121,      5.9
   94,    288.7,            6.06,  0.16346153846153844, 41.310451, 19.447092,        6
   95,    294.7,            6.04,  0.15670910871694413, 41.310501, 19.447062,      6.2
   96,    301.4,            6.18,  0.15429122468659598, 41.310554, 19.447031,      6.4
   97,    307.7,            6.18,   0.1518026565464895, 41.310607, 19.447005,      6.6
   98,    313.7,            6.22,   0.1496725912067353, 41.310658, 19.446975,      6.7
   99,    320.1,            6.28,   0.1486620416253717, 41.310714, 19.446943,      6.8
  100,    327.4,            6.54,  0.14634146341463417, 41.310774,  19.44691,      6.9
  101,    334.8,            6.68,  0.14326647564469916, 41.310835, 19.446878,      6.9
  102,    342.1,            6.88,  0.13916500994035783, 41.310895, 19.446847,        7
  103,    349.3,            7.12,  0.13806706114398418, 41.310955, 19.446814,      7.1
  104,    356.5,            7.28,  0.13618677042801555, 41.311016, 19.446782,      7.1
  105,    363.8,            7.28,   0.1339712918660287, 41.311075, 19.446745,      7.1
  106,    371.4,            7.32,  0.13195098963242227, 41.311139, 19.446704,      7.2
  107,    379.3,            7.44,   0.1305970149253731, 41.311203, 19.446664,      7.2
  108,    387.3,             7.6,  0.12939001848428835, 41.311268, 19.446627,      7.3
  109,    395.3,            7.76,  0.12884043607532214, 41.311331, 19.446588,      7.3
  110,    402.8,             7.8,   0.1273261508325172, 41.311393,  19.44655,      7.3
  111,    410.5,            7.82,  0.12596899224806202, 41.311457, 19.446515,      7.3
  112,    418.2,            7.78,  0.12476007677543187, 41.311522, 19.446476,      7.4
  113,    426.2,            7.78,  0.12428298279158698, 41.311588, 19.446438,      7.4
  114,    434.6,            7.86,  0.12440191387559808, 41.311656, 19.446396,      7.5
  115,      443,            8.04,  0.12440191387559808, 41.311725, 19.446356,      7.5
  116,    451.4,            8.18,  0.12416427889207259, 41.311793, 19.446317,      7.6
  117,    459.7,             8.3,  0.12380952380952381, 41.311862, 19.446274,      7.7
  118,      468,            8.36,  0.12452107279693489, 41.311931, 19.446235,      7.8
  119,      476,            8.28,   0.1254826254826255, 41.311998, 19.446197,        8
  120,    483.8,            8.16,  0.12670565302144254, 41.312064, 19.446163,      8.2
  121,    491.8,            8.08,  0.12858555885262113,  41.31213, 19.446124,      8.4
  122,      500,            8.06,   0.1329534662867997, 41.312196, 19.446085,      8.6
  123,    507.8,            7.96,  0.13618677042801547, 41.312258, 19.446048,      8.7
  124,    514.9,            7.78,  0.13940520446096652, 41.312319, 19.446012,      8.9
  125,    521.8,             7.6,  0.14367816091954017, 41.312377, 19.445978,      9.1
  126,    528.8,             7.4,   0.1477832512315271, 41.312434, 19.445944,      9.3
  127,    535.7,            7.14,  0.15579357351509243,  41.31249, 19.445911,      9.5
  128,    542.3,             6.9,   0.1595214356929212, 41.312543, 19.445879,      9.7
  129,    548.3,            6.68,   0.1617507136060895, 41.312595, 19.445854,       10
  130,    554.2,            6.48,  0.16617790811339195, 41.312647, 19.445847,       10
  131,      559,            6.04,   0.1717557251908398, 41.312692, 19.445846,       10
  132,    564.1,            5.68,  0.17629774730656225, 41.312739,  19.44585,       10
  133,    569.5,            5.44,   0.1780415430267062, 41.312785, 19.445858,       10
  134,    573.8,             5.1,                 0.18, 41.312826, 19.445863,       10
  135,    578.7,             4.9,  0.18009478672985782, 41.312871, 19.445873,       10
  136,    584.1,            5.02,  0.18234165067178496, 41.312917, 19.445886,       10
  137,    588.9,            4.96,  0.18464528668610306, 41.312961, 19.445895,       10
  138,    594.1,            4.92,  0.18627450980392157, 41.313008, 19.445903,       10
  139,    599.7,            5.18,  0.18774703557312244, 41.313057, 19.445908,     10.1
  140,    604.8,            5.22,  0.18886679920477153, 41.313104, 19.445914,     10.1
  141,    609.9,            5.16,  0.18924302788844627, 41.313151, 19.445921,     10.1
  142,      616,            5.42,  0.19138755980861244, 41.313203, 19.445932,     10.1
  143,    621.8,            5.54,   0.1941747572815534, 41.313254, 19.445944,     10.1
  144,    627.3,            5.52,   0.1941747572815534, 41.313302, 19.445956,     10.1
  145,      633,            5.64,  0.19569471624266158, 41.313352, 19.445964,     10.1
  146,    638.6,            5.74,  0.19920318725099606, 41.313402, 19.445978,     10.1
  147,    644.3,            5.66,  0.20134228187919473, 41.313452,  19.44599,     10.1
  148,    649.5,            5.54,  0.20348837209302317,   41.3135, 19.446004,     10.1
  149,    654.8,             5.5,  0.20507812500000006, 41.313545, 19.446015,     10.1
  150,    659.4,            5.28,  0.20628683693516708, 41.313586, 19.446026,       10
  151,    663.9,            5.06,   0.2064896755162241, 41.313626, 19.446038,       10
  152,    668.6,            4.86,  0.20527859237536644, 41.313667, 19.446051,       10
  153,    672.5,             4.6,   0.2071005917159764, 41.313702, 19.446059,       10
  154,    676.8,             4.4,  0.20710059171597614, 41.313739,  19.44607,       10
  155,    680.9,             4.3,  0.20710059171597614, 41.313775, 19.446078,       10
  156,    684.5,            4.12,   0.2058823529411765, 41.313807, 19.446086,     10.1
  157,    688.4,            3.96,   0.2058823529411765, 41.313841, 19.446094,     10.1
  158,    692.1,            3.92,  0.20467836257309935, 41.313876, 19.446102,     10.1
  159,    696.5,            3.94,  0.20408163265306128, 41.313916, 19.446109,     10.2
  160,    701.5,            4.12,  0.20447906523855883, 41.313961, 19.446116,     10.2
  161,    706.5,             4.4,  0.20388349514563106, 41.314008, 19.446116,     10.2
  162,    712.2,            4.76,  0.20507812500000006, 41.314057, 19.446108,     10.1
  163,    717.4,            5.06,  0.20750988142292504, 41.314102, 19.446091,     10.1
  164,    723.2,            5.34,  0.21674876847290642, 41.314149, 19.446064,     10.2
  165,    728.7,            5.44,  0.22504892367906054, 41.314196, 19.446038,     10.2
  166,      735,             5.7,   0.4794520547945203, 41.314246, 19.446007,     10.2
  167,    740.6,            5.68,  0.48275862068965514, 41.314294, 19.445978,     10.3
  168,    746.9,             5.9,   0.4841897233201579, 41.314342, 19.445946,     10.3
  169,    752.4,            5.84,   0.4808635917566243, 41.314386, 19.445917,     10.4
  170,    757.5,            5.76,   0.4738878143133463,  41.31443, 19.445894,     10.4
  171,    762.4,            5.48,   0.4729064039408867,  41.31447, 19.445869,     10.5
  172,    766.3,            5.14,    0.463768115942029, 41.314503, 19.445853,     10.5
  173,    769.8,            4.58,    0.455840455840456, 41.314531, 19.445835,     10.5
  174,    772.4,               4,  0.45155221072436524,  41.31455, 19.445813,     10.6
  175,      774,             3.3,   0.4648862512363995, 41.314563,   19.4458,     10.6
  176,    774.7,            2.46,   0.4607843137254902,  41.31456, 19.445782,     10.6
  177,    774.7,            1.68,  0.45542635658914754, 41.314566, 19.445787,     10.6
  202,    774.7,               0,  0.45410628019323673, 41.314591, 19.445667,     10.7
  203,    778.3,           0.138,  0.44976076555023925,  41.31462, 19.445649,     10.7
  204,    782.1,           0.274,  0.44761904761904764, 41.314652, 19.445629,     10.7
  205,    786.4,           0.418,  0.45544554455445546, 41.314692, 19.445607,     10.7
  206,    791.8,            0.59,  0.44616876818622686,  41.31474, 19.445584,     10.8
  207,      798,            0.59,   0.4323308270676688, 41.314794, 19.445563,     10.9
  208,      805,            0.59,   0.4386839481555331, 41.314854, 19.445546,       11
  209,    811.8,            5.94,  0.41627246925260153, 41.314911, 19.445523,     11.1
  210,    818.5,            6.42,                  0.4, 41.314967, 19.445495,     11.1
  211,    825.2,            6.68,                  0.4, 41.315021, 19.445464,     11.2
  212,    831.9,            6.78,                  0.4, 41.315077, 19.445435,     11.3
  213,    838.5,             6.7,  0.14955134596211356, 41.315129, 19.445398,     11.3
  214,    845.1,            6.66,   0.1482213438735177, 41.315179, 19.445357,     11.4
  215,    851.9,            6.68,  0.14792899408284027,  41.31523, 19.445316,     11.5
  216,    858.5,            6.66,  0.14925373134328357,  41.31528,  19.44528,     11.5
  217,    865.5,            6.72,  0.14925373134328357, 41.315335, 19.445243,     11.6
  218,    872.7,            6.84,  0.14792899408284027, 41.315391, 19.445207,     11.6
  219,    879.7,            6.92,  0.14792899408284027, 41.315446, 19.445177,     11.7
  220,    886.7,            6.96,  0.14734774066797632, 41.315503, 19.445151,     11.7
  221,      893,             6.9,  0.14520813165537275, 41.315556, 19.445128,     11.7
  222,    899.4,            6.78,   0.1429933269780744, 41.315615, 19.445109,     11.8
  223,    905.5,            6.56,  0.14137606032045236, 41.315672, 19.445093,     11.8
  224,    912.3,            6.52,  0.13944223107569725, 41.315738, 19.445085,     11.8
  225,    919.9,            6.64,  0.13738959764474978, 41.315805, 19.445077,     11.8
  226,    926.6,            6.72,   0.1360544217687075, 41.315867, 19.445065,     11.8
  227,    933.7,            6.86,  0.13500482160077154, 41.315934,  19.44505,     11.8
  228,    941.8,            7.26,   0.1329534662867997, 41.316006, 19.445038,     11.8
  229,      950,            7.54,  0.13145539906103287,  41.31608, 19.445031,     11.8
  230,      958,            7.62,  0.12948207171314743, 41.316153, 19.445021,     11.8
  231,    965.9,            7.86,  0.12707722385141731, 41.316226, 19.445016,     11.8
  232,    974.6,            8.18,   0.1263362487852284, 41.316301, 19.445006,     11.8
  233,    982.6,            8.16,  0.12392755004766447, 41.316371, 19.445014,     11.8
  234,    990.4,            8.08,  0.12298959318826864, 41.316442, 19.445018,     11.7
  235,    998.3,            8.06,  0.12229539040451559, 41.316515,  19.44502,     11.7
  236,   1005.9,               8,  0.12160898035547231, 41.316586, 19.445018,     11.6
  237,   1014.6,               8,  0.11940298507462674, 41.316661, 19.445024,     11.5
  238,   1022.8,            8.04,  0.11881188118811895, 41.316734,  19.44503,     11.5
  239,   1031.5,            8.22,  0.11787819253438105,  41.31681, 19.445035,     11.4
  240,   1039.4,            8.22,  0.11695906432748535, 41.316883, 19.445041,     11.3
  241,   1048.1,            8.44,  0.11594202898550725, 41.316961, 19.445047,     11.3
  242,   1056.9,            8.46,  0.11483253588516734, 41.317042, 19.445056,     11.2
  243,   1066.4,            8.72,  0.11450381679389304, 41.317124, 19.445068,     11.1
  244,   1075.6,            8.82,    0.113960113960114, 41.317204, 19.445074,       11
  245,   1084.4,               9,  0.11320754716981131, 41.317283, 19.445074,     10.8
  246,     1093,            8.98,  0.11142061281337065, 41.317363, 19.445075,     10.7
  247,   1101.8,            8.98,  0.11100832562442169, 41.317444, 19.445081,     10.6
  248,   1110.4,             8.8,  0.11029411764705888, 41.317525, 19.445086,     10.4
  249,   1119.4,            8.76,  0.11019283746556488, 41.317606, 19.445089,     10.3
  250,   1128.1,            8.74,  0.11049723756906063, 41.317687, 19.445096,     10.2
  251,   1137.5,             8.9,  0.11019283746556488, 41.317769, 19.445108,       10
  252,   1147.1,            9.06,  0.10967098703888341, 41.317857, 19.445119,      9.9
  253,   1156.2,            9.16,  0.10945273631840796, 41.317937, 19.445127,      9.8
  254,   1165.7,            9.26,  0.10912698412698418, 41.318023, 19.445129,      9.6
  255,   1175.3,            9.44,  0.10763209393346398, 41.318106, 19.445134,      9.5
  256,   1184.2,            9.34,  0.10773751224289899, 41.318185, 19.445135,      9.3
  257,   1193.3,            9.24,  0.10826771653543317, 41.318267, 19.445127,      9.2
  258,   1202.3,            9.22,  0.10912698412698393, 41.318349,  19.44512,        9
  259,   1211.2,             9.1,  0.10869565217391298, 41.318433,  19.44512,      8.9
  260,   1221.6,            9.26,  0.10923535253227404, 41.318523, 19.445131,      8.7
  261,   1230.2,             9.2,  0.10956175298804771, 41.318601, 19.445161,      8.6
  262,   1239.1,            9.16,  0.10880316518298724, 41.318674, 19.445215,      8.3
  263,   1247.9,            9.12,    0.108803165182987, 41.318736, 19.445287,        8
  264,   1257.4,            9.24,  0.10891089108910891, 41.318778, 19.445384,      7.7
  265,   1266.4,            8.96,  0.10945273631840796, 41.318804,  19.44549,      7.4
  266,   1275.7,             9.1,  0.11267605633802817, 41.318814, 19.445601,      7.2
  267,   1285.3,            9.24,   0.1137440758293839, 41.318815, 19.445715,        7
  268,   1294.4,             9.3,  0.11560693641618477, 41.318814, 19.445825,      6.8
  269,   1303.3,            9.18,   0.1173020527859238, 41.318812, 19.445931,      6.6
  270,   1311.7,            9.06,                 0.12, 41.318806, 19.446033,      6.5
  271,   1320.5,            8.96,   0.1210428305400374, 41.318794, 19.446136,      6.3
  272,   1328.1,            8.56,   0.1227573182247405, 41.318782, 19.446227,      6.2
  273,   1335.7,            8.26,  0.12487992315081664, 41.318769, 19.446317,        6
  274,   1342.9,            7.92,   0.1269531249999999, 41.318763, 19.446402,      5.9
  275,   1350.2,             7.7,   0.1285855588526213, 41.318763, 19.446489,      5.8
  276,   1357.4,            7.38,   0.1294820717131473,  41.31876, 19.446576,      5.7
  277,   1364.8,            7.34,                 0.13, 41.318755, 19.446664,      5.6
  278,   1372.3,            7.32,  0.13320647002854435, 41.318749, 19.446754,      5.5
  279,   1379.8,            7.38,   0.1356589147286821, 41.318744, 19.446844,      5.4
  280,   1387.7,             7.5,    0.139165009940358, 41.318744, 19.446939,      5.4
  281,   1395.5,            7.62,   0.1427212178877261, 41.318741, 19.447033,      5.4
  282,   1403.7,            7.78,  0.14634146341463417, 41.318735,  19.44713,      5.3
  283,   1411.7,            7.88,  0.14955134596211372, 41.318727, 19.447224,      5.3
  284,   1419.2,            7.88,   0.1554907677356659,  41.31872, 19.447312,      5.3
  285,   1425.6,            7.58,  0.15873015873015886, 41.318715, 19.447388,      5.3
  286,   1431.3,            7.16,   0.1631477927063339, 41.318711, 19.447453,      5.3
  287,   1436.3,            6.52,  0.16798418972332008, 41.318707, 19.447512,      5.3
  288,   1440.8,            5.82,  0.17291066282420725, 41.318701, 19.447567,      5.2
  289,   1445.4,            5.24,  0.17681728880157177, 41.318692, 19.447622,      5.2
  290,   1450.5,            4.98,   0.1764159702878365,  41.31868,  19.44768,      5.2
  291,   1455.6,            4.86,  0.17924528301886794, 41.318674, 19.447739,      5.2
  292,   1460.3,             4.8,  0.18251681075888584,  41.31868, 19.447794,      5.1
  293,   1464.5,            4.74,  0.18572825024437936, 41.318688, 19.447843,        5
  294,     1469,            4.72,  0.18756169792694974, 41.318699, 19.447896,      4.9
  295,   1473.5,             4.6,  0.18627450980392157, 41.318704, 19.447951,      4.8
  296,   1478.4,            4.56,  0.18269230769230768, 41.318699, 19.448011,      4.7
  297,   1483.9,            4.72,   0.1764705882352941, 41.318685, 19.448074,      4.6
  298,   1489.5,               5,  0.17241379310344848, 41.318672,  19.44814,      4.5
  299,   1495.4,            5.28,  0.16933207902163694, 41.318663, 19.448209,      4.4
  300,   1501.5,             5.6,  0.16798418972332008, 41.318653,  19.44828,      4.4
  301,   1507.8,            5.88,   0.1596806387225548, 41.318645, 19.448354,      4.3
  302,     1514,            6.02,   0.1551891367604269, 41.318637,  19.44843,      4.2
  303,   1520.5,             6.2,  0.15151515151515166,  41.31863, 19.448509,      4.2
  304,   1527.6,            6.44,  0.14895729890764675, 41.318623, 19.448594,      4.1
  305,   1535.3,            6.76,  0.14619883040935686, 41.318616, 19.448683,        4
  306,   1542.8,               7,   0.1436781609195401,  41.31861, 19.448769,        4
  307,   1549.8,            7.16,  0.14164305949008518, 41.318606, 19.448853,      3.9
  308,   1556.8,            7.26,   0.1386138613861386, 41.318604, 19.448938,      3.9
  309,   1564.7,            7.42,  0.13765978367748272, 41.318602,  19.44903,      3.9
  310,   1572.1,            7.36,  0.13793103448275862, 41.318599, 19.449118,      3.8
  311,   1579.1,            7.26,  0.13986013986013965, 41.318596, 19.449203,      3.8
  312,   1586.5,            7.34,  0.14191106906338688, 41.318591, 19.449293,      3.8
  313,   1593.9,            7.42,  0.14520813165537275, 41.318586, 19.449382,      3.7
  314,   1601.3,            7.32,  0.14807502467917086, 41.318579, 19.449471,      3.7
  315,   1608.8,            7.34,  0.14970059880239514, 41.318572, 19.449559,      3.7
  316,   1615.7,            7.32,  0.15137180700094602, 41.318567, 19.449639,      3.6
  317,     1622,             7.1,  0.15369836695485123, 41.318561, 19.449713,      3.6
  318,   1627.7,            6.76,  0.15594541910331364, 41.318556, 19.449782,      3.6
  319,   1633.3,             6.4,   0.1588877855014895, 41.318554,  19.44985,      3.6
  320,   1638.6,            5.96,  0.15858208955223874, 41.318549, 19.449915,      3.6
  321,   1644.1,            5.68,  0.15947467166979376, 41.318534, 19.449979,      3.6
  322,     1650,             5.6,  0.16007532956685527,  41.31851, 19.450044,      3.6
  323,   1656.5,            5.76,  0.15992474129821269, 41.318469, 19.450098,      3.6
  324,   1662.5,            5.84,  0.15932521087160256, 41.318422, 19.450144,      3.6
  325,   1668.8,            6.04,  0.15825914935707236, 41.318388, 19.450207,      3.6
  326,   1674.7,            6.12,  0.15488867376573096, 41.318372, 19.450273,      3.6
  327,   1679.8,            5.96,  0.15194681861348536,  41.31838, 19.450336,      3.7
  328,   1686.3,            5.96,                 0.15, 41.318409, 19.450403,      3.7
  329,   1693.1,            6.12,   0.1464843749999999, 41.318443, 19.450474,      3.6
  330,   1700.1,            6.26,  0.14381591562799623, 41.318457, 19.450558,      3.5
  331,   1707.6,            6.58,   0.1424501424501425,  41.31846, 19.450648,      3.4
  332,   1715.5,            7.14,  0.13875123885034676, 41.318456, 19.450741,      3.4
  333,   1723.1,            7.36,   0.1367187500000002, 41.318451, 19.450833,      3.3
  334,     1731,            7.58,  0.13358778625954204, 41.318447, 19.450926,      3.2
  335,   1738.6,             7.7,   0.1330798479087452, 41.318443, 19.451019,      3.1
  336,   1746.5,            7.78,   0.1330798479087452, 41.318439, 19.451113,      3.1
  337,   1754.3,            7.76,  0.13195098963242208, 41.318435, 19.451206,        3
  338,   1761.8,            7.74,  0.13358778625954174, 41.318432, 19.451298,      2.9
  339,   1769.7,            7.74,  0.13487475915221586,  41.31843, 19.451391,      2.9
  340,   1777.1,             7.7,  0.13618677042801533, 41.318426, 19.451481,      2.9
  341,   1784.6,            7.62,  0.13712047012732628, 41.318423, 19.451569,      2.9
  342,   1791.5,            7.44,  0.13902681231380332,  41.31842, 19.451651,      2.9
  343,   1798.3,             7.3,   0.1403180542563142, 41.318423, 19.451735,      2.9
  344,   1806.2,             7.3,   0.1427212178877261, 41.318419, 19.451824,      2.8
  345,   1812.4,            7.06,  0.14450867052023128, 41.318419,   19.4519,      2.8
  346,   1819.3,            6.94,   0.1459143968871596, 41.318421, 19.451982,      2.8
  347,   1825.9,            6.88,  0.14836795252225532, 41.318416, 19.452063,      2.8
  348,   1833.1,            6.96,  0.14880952380952353, 41.318412, 19.452143,      2.8
  349,   1839.3,            6.62,   0.1477832512315271, 41.318405, 19.452218,      2.8
  350,   1845.5,            6.62,  0.14734774066797648,   41.3184,  19.45229,      2.8
  351,   1851.6,            6.46,   0.1474926253687315, 41.318385, 19.452359,      2.8
  352,   1858.1,            6.44,   0.1482213438735177, 41.318371, 19.452434,      2.8
  353,   1864.6,             6.3,   0.1459143968871596, 41.318343, 19.452502,      2.8
  354,   1870.8,             6.3,  0.14534883720930225,   41.3183, 19.452565,      2.6
  355,   1877.9,            6.48,  0.14381591562799623, 41.318255, 19.452635,      2.4
  356,   1886.1,             6.9,   0.1436781609195401,  41.31822,  19.45272,      2.1
  357,   1893.3,            7.04,  0.14164305949008488, 41.318211, 19.452804,      2.2
  358,     1900,            7.08,  0.13833992094861652, 41.318212, 19.452887,      2.2
  359,   1907.4,            7.32,  0.13698630136986295, 41.318223, 19.452975,      2.2
  360,   1915.2,            7.46,   0.1356589147286821, 41.318233, 19.453066,      2.3
  361,   1922.5,            7.28,  0.13435700575815734, 41.318236, 19.453152,      2.3
  362,   1930.2,            7.38,  0.13422818791946314, 41.318236, 19.453242,      2.3
  363,   1937.5,             7.5,  0.13579049466537324, 41.318235, 19.453331,      2.3
  364,   1945.2,            7.56,  0.13592233009708737, 41.318231, 19.453422,      2.2
  365,   1952.8,            7.52,   0.1356589147286821, 41.318226, 19.453512,      2.2
  366,   1960.3,            7.56,   0.1363193768257062, 41.318221, 19.453601,      2.1
  367,   1967.8,            7.52,   0.1377952755905513, 41.318218,  19.45369,      2.1
  368,     1975,             7.5,   0.1384767556874383, 41.318218, 19.453776,      2.1
  369,   1982.2,             7.4,  0.13986013986013998, 41.318216, 19.453863,        2
  370,   1989.2,            7.28,   0.1403180542563145, 41.318214, 19.453947,        2
  371,   1996.3,             7.2,  0.14150943396226415, 41.318211,  19.45403,        2
  372,   2003.2,            7.08,  0.14258555133079842, 41.318208, 19.454113,      1.9
  373,   2010.1,            7.02,  0.14381591562799623, 41.318205, 19.454194,      1.9
  374,   2016.8,            6.92,  0.14534883720930225, 41.318203, 19.454275,      1.8
