 time, distance, cadence, velocity_smooth, altitude, grade_smooth
   35,    335.1,      93,           11.38,    282.4,          0.4
   36,    346.4,      97,           11.34,    282.4,            0
   37,    358.2,      95,            11.4,    282.2,         -0.8
   38,    371.3,      94,           11.76,    282.2,         -0.8
   39,    384.6,      77,           12.24,      282,         -0.4
   40,    397.7,      85,           12.52,      282,         -0.4
   41,    410.5,      89,           12.82,      282,         -0.4
   42,    423.4,      90,           13.04,      282,         -0.8
   43,      436,      73,           12.94,    281.8,         -1.2
   44,    448.4,      47,           12.76,    281.6,         -1.6
   45,    461.3,      21,           12.72,    281.4,         -1.1
   46,    474.7,       0,           12.84,    281.2,         -0.7
   47,    488.7,      88,           13.06,    281.2,         -0.4
   48,    502.8,      88,           13.36,    281.2,            0
   49,    516.4,      88,            13.6,    281.2,            0
   50,    531.3,      89,              14,    281.2,          0.4
   51,      545,      89,           14.06,    281.2,          0.4
   52,      558,      89,           13.86,    281.4,          0.8
   53,    570.8,      88,            13.6,    281.4,          1.1
   54,      584,      88,           13.52,    281.6,          0.8
   55,    597.5,      89,           13.24,    281.8,          0.7
   56,    610.8,      90,           13.16,    281.8,          0.7
   57,    624.3,      90,           13.26,    281.8,          0.4
   58,    637.9,      91,           13.42,      282,          0.4
   59,    651.8,      91,           13.56,      282,          0.4
   60,    665.4,      91,           13.58,      282,          0.4
   61,    679.1,      87,           13.66,      282,          0.4
   62,    692.7,      83,           13.68,    282.2,          0.7
   63,      706,      94,           13.62,    282.2,          0.8
   64,    719.1,      93,           13.46,    282.4,          0.4
   65,    732.2,      93,           13.36,    282.4,          0.8
   66,    745.2,      92,           13.22,    282.4,          0.4
   67,    757.9,      92,           13.04,    282.6,          0.4
   68,    770.8,      92,           12.96,    282.6,          0.8
   69,    783.5,      93,           12.88,    282.6,          0.8
   70,    796.1,      93,           12.78,    282.8,          0.8
   71,    809.1,      95,           12.78,      283,          1.5
   72,    822.2,      96,           12.86,      283,          1.5
   73,    835.5,      96,           12.94,    283.4,          1.5
   74,      849,      96,            13.1,    283.6,          1.5
   75,    862.2,      96,           13.22,    283.8,          1.1
   76,    875.7,      96,           13.32,    283.8,          1.1
   77,    889.2,      95,            13.4,      284,          1.1
   78,    902.5,      93,            13.4,    284.2,          1.5
   79,    915.7,      93,           13.34,    284.4,          1.5
   80,    928.8,      92,           13.32,    284.6,          1.6
   81,    941.5,      91,           13.16,    284.8,            2
   82,    953.8,      90,           12.92,      285,            2
   83,    965.9,      92,           12.68,    285.4,          2.5
   84,    977.9,      93,           12.44,    285.6,          2.5
   85,    989.8,      92,            12.2,      286,          2.5
   86,   1001.9,      99,           12.08,    286.2,            3
   87,   1013.5,      98,           11.94,    286.6,          3.5
   88,   1024.7,      99,           11.76,      287,          4.1
   89,   1035.5,     101,           11.52,    287.6,          4.8
   90,   1045.7,     101,           11.18,      288,          5.5
   91,   1055.3,     102,           10.68,    288.6,          5.3
   92,   1064.5,     100,            10.2,    289.2,          6.1
   93,   1073.3,     102,            9.72,    289.6,          5.7
   94,   1081.8,     106,            9.26,    290.2,          5.9
   95,   1090.1,     104,            8.88,    290.6,          6.5
   96,   1098.5,     102,            8.64,    291.2,          6.5
   97,     1107,     101,             8.5,    291.8,          6.6
   98,   1115.4,      99,            8.42,    292.4,          6.8
   99,   1123.3,     108,             8.3,    292.8,          7.1
  100,   1130.9,     109,            8.16,    293.4,          6.7
  101,     1138,     106,             7.9,      294,          7.4
  102,   1145.4,     103,            7.68,    294.4,          6.8
  103,     1153,     102,            7.52,      295,          6.8
  104,   1160.1,     100,            7.36,    295.4,          6.9
  105,   1167.2,     100,            7.26,      296,          7.1
  106,   1174.2,     100,            7.24,    296.4,          7.1
  107,   1181.1,     100,            7.14,      297,          6.5
  108,   1188.1,     103,            7.02,    297.4,          7.4
  109,   1194.9,     107,            6.96,    297.8,          6.7
  110,   1201.3,     104,            6.82,    298.4,          6.8
  111,   1207.8,     103,            6.72,    298.8,          7.7
  112,   1214.4,     103,            6.66,    299.2,          6.1
  113,     1221,     104,            6.58,    299.8,          6.2
  114,   1227.4,     103,             6.5,      300,          6.9
  115,   1233.8,     102,             6.5,    300.4,          6.2
  116,   1240.3,     100,             6.5,      301,          6.2
  117,   1246.8,      97,            6.48,    301.4,          6.2
  118,   1253.1,      99,            6.42,    301.6,          5.4
  119,   1259.6,     101,            6.44,      302,          5.4
  120,   1266.2,     100,            6.48,    302.4,          6.2
  121,   1272.8,      91,             6.5,    302.8,          5.4
  122,   1279.1,      93,            6.46,    303.2,          5.3
  123,   1285.6,      95,             6.5,    303.4,          5.2
  124,   1292.5,      98,            6.58,    303.8,          5.1
  125,   1299.5,      93,            6.66,    304.2,          4.9
  126,   1306.8,      91,             6.8,    304.6,          4.7
  127,   1314.4,      94,            7.06,    304.8,          4.6
  128,   1322.2,      96,            7.32,    305.2,          3.8
  129,   1330.2,      91,            7.54,    305.6,          4.4
  130,   1338.3,      87,            7.76,    305.8,          3.7
  131,   1346.3,      89,             7.9,    306.2,          3.1
  132,   1354.4,      91,               8,    306.4,          3.1
  133,   1362.5,      94,            8.06,    306.6,          2.4
  134,   1370.9,      96,            8.14,    306.8,          2.3
  135,   1379.9,      96,            8.32,      307,          2.2
  136,   1389.1,      88,            8.56,    307.2,          2.2
  137,   1398.3,      86,            8.78,    307.4,          2.2
  138,   1407.4,      85,            8.98,    307.6,          1.6
  139,   1416.6,      86,            9.14,    307.8,          1.7
  140,   1425.6,      86,            9.14,    307.8,          1.7
  141,   1434.6,      87,             9.1,      308,          1.7
  142,   1443.6,      88,            9.06,    308.2,          1.7
  143,   1452.5,      89,            9.02,    308.4,          1.7
  144,   1461.8,      90,            9.04,    308.4,          1.1
  145,   1470.9,      91,            9.06,    308.6,          1.1
  146,   1479.9,      92,            9.06,    308.6,          1.6
  147,   1489.3,      93,            9.14,    308.8,          1.6
  148,   1498.7,      94,            9.24,      309,          1.6
  149,   1508.3,      94,             9.3,    309.2,          1.6
  150,     1518,      94,            9.42,    309.2,          1.6
  151,   1527.2,     102,            9.46,    309.4,          1.6
  152,   1536.1,      98,            9.36,    309.6,          2.2
  153,   1545.2,      93,             9.3,    309.8,          2.2
  154,   1554.5,      91,            9.24,      310,          2.2
  155,   1563.8,      90,            9.16,    310.2,          2.2
  156,   1572.9,      90,            9.14,    310.4,          2.2
  157,     1582,      88,            9.18,    310.6,          2.8
  158,   1591.2,      90,             9.2,    310.8,          2.8
  159,   1599.8,      96,            9.06,    311.2,          2.8
  160,   1608.7,      95,            8.98,    311.4,          3.5
  161,   1617.2,      95,            8.86,    311.6,          2.9
  162,   1625.6,      94,            8.72,      312,          3.6
  163,   1633.8,     100,            8.52,    312.2,          3.6
  164,   1642.1,     100,            8.46,    312.6,          3.6
  165,   1650.5,     100,            8.36,    312.8,          4.2
  166,   1658.7,      99,             8.3,    313.2,          4.3
  167,   1666.9,      97,            8.26,    313.6,          4.3
  168,   1674.8,      97,             8.2,      314,          4.4
  169,   1682.7,      97,            8.12,    314.2,          4.5
  170,   1690.4,      97,            7.98,    314.6,          3.8
  171,   1698.3,      98,            7.92,      315,          4.5
  172,   1706.2,      98,            7.86,    315.2,          4.5
  173,     1714,      98,            7.84,    315.6,          3.8
  174,   1721.8,      86,            7.82,      316,          4.4
  175,   1729.8,      86,            7.88,    316.2,          4.4
  176,   1737.8,      90,             7.9,    316.6,          4.4
  177,   1745.7,      96,             7.9,      317,          4.5
  178,   1753.3,      96,            7.86,    317.4,          4.5
  179,     1761,      96,            7.84,    317.6,          4.6
  180,   1768.7,      97,            7.78,      318,          3.9
  181,   1776.4,      96,            7.72,    318.4,          4.5
  182,   1784.1,      95,            7.68,    318.6,          3.9
  183,   1791.8,      95,             7.7,      319,          3.2
  184,   1799.7,      96,            7.74,    319.2,          3.2
  185,   1807.4,      96,            7.74,    319.4,          3.2
  186,   1815.1,      98,            7.74,    319.6,          3.2
  187,     1823,     100,            7.78,      320,          3.2
  188,   1830.9,      96,            7.82,    320.2,          3.1
  189,   1839.1,      90,            7.88,    320.4,          2.4
  190,   1847.7,      91,            8.06,    320.6,          2.4
  191,   1856.3,      92,            8.24,    320.8,          2.3
  192,   1864.9,      94,            8.38,      321,          2.3
  193,   1873.4,      88,             8.5,    321.2,          2.3
  194,   1882.2,      86,            8.62,    321.4,          1.7
  195,   1890.9,      87,            8.64,    321.6,          1.7
  196,   1899.5,      87,            8.64,    321.6,          1.7
  197,   1908.1,      89,            8.64,    321.8,          1.7
  198,   1916.6,      96,            8.64,      322,          1.7
  199,   1925.6,      97,            8.68,    322.2,          1.7
  200,   1934.6,      98,            8.74,    322.2,          1.1
  201,   1943.9,      95,            8.88,    322.4,          1.1
  202,     1953,      91,            8.98,    322.4,          1.1
  203,   1962.2,      90,            9.12,    322.6,          0.5
  204,   1971.4,      90,            9.16,    322.6,          1.1
  205,   1981.2,      90,            9.32,    322.6,          0.5
  206,   1990.8,      90,            9.38,    322.8,          0.5
  207,   1999.9,      91,            9.38,    322.8,          0.5
  208,     2009,      91,            9.36,    322.8,            0
  209,   2018.1,      91,            9.34,    322.8,            0
  210,   2027.2,      91,             9.2,    322.8,          0.5
  211,   2036.4,      90,            9.12,    322.8,          0.6
  212,   2045.5,      90,            9.12,      323,          0.6
  213,   2054.4,      90,            9.08,      323,          0.6
  214,   2063.4,      90,            9.06,      323,          0.6
  215,   2072.5,      90,            9.06,      323,          0.5
  216,   2081.8,      90,            9.08,    323.2,          0.5
  217,   2091.1,      89,            9.12,    323.2,          0.5
  218,   2100.3,      90,            9.18,    323.2,            0
  219,   2109.1,      91,            9.14,    323.2,          0.6
  220,   2118.2,      91,            9.14,    323.2,          0.6
  221,   2127.1,      91,            9.06,    323.4,          0.6
  222,   2135.8,      88,            8.94,    323.4,          0.6
  223,   2144.5,      69,            8.84,    323.4,            0
  224,   2153.6,      52,             8.9,    323.4,          0.5
  225,     2163,      34,            8.96,    323.4,          0.5
  226,   2172.3,      88,            9.04,    323.6,          1.1
  227,   2181.7,      90,            9.18,    323.6,          1.1
  228,   2191.3,      90,            9.36,    323.8,          0.5
  229,   2200.8,      55,            9.44,    323.8,          1.1
  230,   2210.2,      74,            9.44,    323.8,          0.5
  231,   2219.4,      97,            9.42,      324,          1.1
  232,   2228.8,     100,            9.42,      324,          1.1
  233,     2238,      92,            9.34,    324.2,          0.5
  234,   2247.1,      90,            9.26,    324.2,          1.1
  235,   2256.3,      90,            9.22,    324.2,          0.6
  236,   2265.4,      90,             9.2,    324.4,          1.1
  237,   2274.3,      89,             9.1,    324.4,          1.1
  238,   2283.3,      89,            9.06,    324.6,          1.1
  239,   2292.2,      88,            9.02,    324.6,          1.1
  240,   2301.1,      88,            8.96,    324.8,          0.6
  241,   2310.2,      88,            8.96,    324.8,          1.1
  242,   2319.1,      88,            8.96,    324.8,          1.1
  243,   2328.1,      88,            8.96,      325,          1.7
  244,   2337.1,      89,            8.98,    325.2,          1.7
  245,   2346.2,      90,            9.02,    325.4,          1.1
  246,   2355.4,      90,            9.04,    325.4,          1.1
  247,   2364.6,      90,             9.1,    325.4,          0.5
  248,   2373.8,      90,            9.14,    325.6,          0.5
  249,   2383.3,      91,            9.24,    325.6,            0
  250,   2392.8,      93,            9.32,    325.6,         -0.5
  251,   2402.4,      86,             9.4,    325.4,         -0.5
  252,   2412.1,      85,             9.5,    325.4,         -0.5
  253,   2421.5,      85,            9.54,    325.4,            0
  254,   2431.1,      86,            9.56,    325.4,            0
  255,   2440.9,      84,            9.62,    325.4,            0
  256,     2451,      60,            9.72,    325.4,            0
  257,     2461,      78,            9.78,    325.4,            0
  258,   2470.8,      81,            9.86,    325.4,         -0.5
  259,   2480.4,      67,            9.86,    325.4,         -0.5
  260,   2490.1,      42,            9.84,    325.2,         -0.5
  261,   2499.5,      16,             9.7,    325.2,           -1
  262,   2508.4,       0,            9.48,    325.2,         -0.5
  263,   2518.5,      84,            9.54,      325,         -0.5
  264,   2528.3,      86,            9.58,      325,         -0.5
  265,   2537.8,      86,            9.54,      325,            0
  266,   2547.7,      87,            9.64,      325,            0
  267,   2557.9,      84,             9.9,      325,            0
  268,   2568.1,      77,            9.92,      325,            0
  269,   2577.9,      78,            9.92,      325,         -0.5
  270,   2587.7,      78,            9.98,      325,         -0.5
  271,   2597.8,      79,           10.02,    324.8,         -0.5
  272,   2608.1,      79,           10.04,    324.8,         -0.5
  273,   2618.6,      75,            10.1,    324.8,            0
  274,   2628.9,      67,            10.2,    324.8,            0
  275,   2639.1,      76,           10.28,    324.8,            0
  276,   2649.1,      79,           10.26,    324.8,            0
  277,     2659,      80,           10.18,    324.8,            0
  278,   2669.1,      81,            10.1,    324.8,            0
  279,   2679.4,      81,            10.1,    324.8,            0
  280,   2689.7,      82,           10.12,    324.8,            0
  281,   2700.4,      79,           10.26,    324.8,         -0.5
  282,   2711.3,      67,           10.46,    324.8,         -0.5
  283,   2722.2,      36,           10.62,    324.6,         -0.5
  284,   2732.9,       4,            10.7,    324.6,           -1
  285,   2743.2,       0,            10.7,    324.6,           -1
  286,   2753.3,       0,           10.58,    324.4,           -1
  287,   2763.7,      80,           10.48,    324.2,         -1.4
  288,   2774.2,      83,            10.4,    324.2,         -1.9
  289,   2784.9,      84,            10.4,      324,         -1.8
  290,     2796,      75,           10.56,    323.6,         -1.8
  291,   2807.3,      58,            10.8,    323.4,         -1.8
  292,   2818.7,      33,              11,    323.4,         -1.3
  293,   2830.2,      26,            11.2,    323.2,         -1.7
  294,   2841.7,      38,           11.36,      323,         -2.2
  295,   2853.2,      28,           11.44,    322.6,         -2.6
  296,   2864.8,      11,            11.5,    322.4,         -2.6
  297,   2876.6,       0,           11.58,      322,         -2.5
  298,   2888.7,       0,            11.7,    321.8,         -2.8
  299,   2901.6,      47,           11.98,    321.4,         -2.8
  300,   2914.2,      29,            12.2,      321,         -2.8
  301,   2926.9,      12,           12.42,    320.6,         -2.4
  302,   2939.6,       0,            12.6,    320.4,           -2
  303,     2952,       0,           12.66,    320.2,           -2
  304,   2964.8,       0,           12.64,      320,         -2.4
  305,   2977.7,       0,            12.7,    319.6,         -2.3
  306,   2990.6,      29,           12.74,    319.2,         -2.7
  307,   3003.8,      17,           12.84,      319,         -2.7
  308,   3016.7,       4,           12.94,    318.6,         -2.7
  309,   3029.4,       0,           12.92,    318.2,         -3.2
  310,     3042,       0,           12.86,    317.8,         -2.9
  311,   3054.1,       0,            12.7,    317.4,         -2.6
  312,   3065.4,       0,           12.32,    317.2,         -2.8
  313,   3075.5,       0,           11.76,      317,         -2.6
  314,   3084.6,       0,           11.04,    316.6,         -2.2
  315,   3093.1,       0,           10.22,    316.4,         -2.4
  316,   3101.1,      88,             9.4,    316.4,         -1.8
  317,   3108.9,      94,             8.7,    316.2,         -0.6
  318,   3117.1,      98,            8.32,      316,         -0.6
  319,   3126.1,     100,             8.3,    316.2,            0
  320,   3135.4,      94,            8.46,    316.2,          1.1
  321,     3145,      85,            8.78,    316.2,            1
  322,     3155,      86,            9.22,    316.4,          1.5
  323,   3165.4,      89,            9.66,    316.6,          1.4
  324,   3176.1,      93,              10,    316.8,          1.4
  325,   3187.2,      91,           10.36,    316.8,          1.4
  326,   3198.1,      96,           10.62,      317,          1.4
  327,   3208.7,      85,           10.74,    317.2,          1.9
  328,   3219.3,      65,           10.78,    317.4,          1.9
  329,   3229.6,      40,            10.7,    317.6,          1.5
  330,   3239.5,      21,           10.46,    317.8,          1.5
  331,   3249.2,      81,           10.22,    317.8,            1
  332,   3258.8,      89,           10.02,      318,            1
  333,   3268.4,      90,            9.82,      318,            1
  334,     3278,      90,            9.68,    318.2,            1
  335,   3287.6,      90,            9.62,    318.2,          1.1
  336,     3297,      90,            9.56,    318.4,          1.1
  337,   3306.2,      90,            9.48,    318.4,          1.1
  338,   3315.4,      90,             9.4,    318.6,          1.1
  339,   3324.4,      89,            9.28,    318.6,          1.1
  340,   3333.5,      90,            9.18,    318.8,          0.5
  341,   3342.8,      90,            9.16,    318.8,          0.5
  342,   3351.8,      91,            9.12,    318.8,            0
  343,     3361,      89,            9.12,    318.8,            0
  344,   3370.2,      82,            9.16,    318.8,            0
  345,   3379.5,      82,             9.2,    318.8,          0.5
  346,   3388.8,      82,             9.2,    318.8,          0.5
  347,   3398.1,      81,            9.26,      319,          1.1
  348,   3407.5,      81,             9.3,      319,          1.1
  349,   3416.9,      81,            9.34,    319.2,          0.5
  350,   3426.3,      84,            9.36,    319.2,          0.5
  351,   3436.1,      85,            9.46,    319.2,            0
  352,     3446,      86,            9.58,    319.2,            0
  353,   3455.9,      79,            9.68,    319.2,            0
  354,   3465.9,      78,             9.8,    319.2,          0.5
  355,   3476.1,      79,            9.96,    319.2,            0
  356,   3486.3,      44,           10.04,    319.4,            0
  357,   3496.9,       7,           10.18,    319.2,         -0.5
  358,   3507.5,       0,           10.32,    319.2,         -1.4
  359,   3517.9,       0,            10.4,      319,         -1.4
  360,   3528.3,       0,           10.44,    318.8,         -1.9
  361,   3538.8,      83,            10.5,    318.6,         -1.4
  362,   3549.5,      83,           10.52,    318.4,         -1.4
  363,   3560.2,      84,           10.54,    318.4,         -1.4
  364,   3571.1,      59,           10.64,    318.2,         -0.9
  365,   3581.9,      23,           10.72,      318,         -1.4
  366,   3592.7,       0,           10.78,      318,         -0.9
  367,   3603.5,       0,            10.8,    317.8,         -0.9
  368,   3614.3,      90,           10.82,    317.8,         -0.9
  369,   3624.9,      94,           10.76,    317.6,         -0.5
  370,   3635.8,      94,           10.78,    317.6,            0
  371,   3646.7,      94,            10.8,    317.6,          0.9
  372,   3657.4,      93,           10.78,    317.8,          0.9
  373,   3668.2,      91,           10.78,      318,          1.9
  374,   3678.6,      91,           10.74,      318,          1.9
  375,   3688.7,      98,           10.58,    318.4,            2
  376,   3698.5,      97,           10.36,    318.6,          3.1
  377,   3708.2,      96,           10.16,    318.8,          2.6
  378,   3717.8,      94,            9.92,    319.2,          3.2
  379,   3727.2,      92,            9.72,    319.4,          3.2
  380,   3736.5,      94,            9.56,    319.8,          2.7
  381,   3745.5,      89,             9.4,      320,          2.7
  382,   3754.6,      89,            9.28,    320.2,          2.7
  383,   3763.9,      89,            9.22,    320.4,          2.7
  384,   3773.1,      89,            9.18,    320.8,          2.2
  385,   3782.2,      89,            9.14,      321,          2.2
  386,   3791.1,      90,            9.12,      321,          1.6
  387,     3800,      91,            9.08,    321.2,          1.1
  388,   3809.6,      92,            9.14,    321.4,            1
  389,   3819.2,      94,            9.22,    321.4,          0.5
  390,   3829.2,      97,             9.4,    321.4,            0
  391,   3839.4,      98,            9.66,    321.4,            0
  392,   3849.6,      96,            9.92,    321.4,         -0.5
  393,   3859.4,      69,            9.96,    321.4,         -0.5
  394,   3869.2,       8,              10,    321.2,           -1
  395,   3878.9,       0,            9.94,    321.2,           -1
  396,   3888.1,       0,            9.74,      321,           -1
  397,   3897.6,      80,             9.6,      321,           -1
  398,   3907.5,      80,            9.62,    320.8,         -0.5
  399,   3917.8,      80,            9.72,    320.8,           -1
  400,   3928.3,      81,            9.88,    320.8,         -0.5
  401,   3938.4,      82,           10.06,    320.6,         -0.5
  402,   3947.5,      83,            9.98,    320.6,         -0.5
  403,   3958.8,      83,           10.26,    320.6,            0
  404,   3971.1,      64,           10.66,    320.6,            0
  405,   3981.7,      28,           10.68,    320.6,            0
  406,   3991.6,      81,           10.64,    320.6,            0
  407,   4000.4,      81,           10.58,    320.6,            0
  408,   4010.6,      59,           10.36,    320.6,            0
  409,   4021.3,      28,           10.04,    320.6,            0
  410,   4033.3,       0,           10.32,    320.6,            0
  411,   4043.2,       0,           10.32,    320.6,            0
  412,     4052,      78,           10.32,    320.6,            0
  413,   4062.4,      78,           10.36,    320.6,            0
  414,   4073.9,      80,           10.52,    320.6,            0
  415,   4084.2,      80,           10.18,    320.6,            0
  416,   4094.6,      64,           10.28,    320.6,          0.5
  417,   4105.3,      30,           10.66,    320.6,          0.5
  418,   4115.8,      79,           10.68,    320.8,          0.5
  419,     4126,      79,           10.42,    320.8,          0.5
  420,   4136.2,      79,            10.4,    320.8,            0
  421,   4146.5,      75,           10.38,    320.8,            0
  422,   4156.7,      72,           10.28,    320.8,            0
  423,   4166.9,      42,           10.22,    320.8,            0
  424,   4177.1,      31,           10.22,    320.8,            0
  425,   4187.3,      80,           10.22,    320.8,         -0.5
  426,   4197.9,      82,           10.28,    320.8,         -0.5
  427,   4208.7,      84,            10.4,    320.6,         -0.9
  428,   4219.4,      87,            10.5,    320.6,         -1.4
  429,   4230.5,      82,           10.68,    320.4,         -1.4
  430,   4241.9,      59,           10.92,    320.2,         -1.8
  431,     4253,      19,           11.02,      320,         -1.7
  432,   4264.5,       0,           11.16,    319.8,         -1.7
  433,   4276.3,       0,           11.38,    319.6,         -1.7
  434,   4288.2,       0,           11.54,    319.4,         -1.7
  435,   4300.3,       0,           11.68,    319.2,         -1.7
  436,   4312.3,       0,           11.86,      319,         -1.2
  437,   4324.3,       0,           11.96,    318.8,         -1.2
  438,   4336.4,       0,           12.02,    318.8,         -1.2
  439,   4348.4,       0,           12.04,    318.6,         -1.2
  440,   4360.7,       0,           12.08,    318.4,         -1.2
  441,   4373.1,       0,           12.16,    318.2,         -1.2
  442,   4385.3,      17,            12.2,    318.2,         -0.8
  443,     4397,      43,           12.12,      318,         -0.4
  444,   4408.6,      68,           12.04,      318,         -0.4
  445,     4420,      88,           11.86,      318,            0
  446,   4431.4,      88,           11.66,      318,            0
  447,     4443,      89,           11.54,      318,            0
  448,   4454.8,      89,           11.56,      318,          0.4
  449,   4466.3,      88,           11.54,      318,          0.4
  450,   4477.5,      88,            11.5,    318.2,          0.4
  451,   4488.7,      87,           11.46,    318.2,          0.9
  452,   4499.7,      68,           11.34,    318.2,          0.5
  453,   4510.6,      35,           11.16,    318.4,          0.5
  454,   4521.4,      27,           11.02,    318.4,          0.9
  455,   4532.1,      33,           10.92,    318.4,          0.5
  456,   4542.8,      82,           10.82,    318.6,          0.9
  457,   4553.6,      82,           10.78,    318.6,          0.9
  458,   4564.3,      80,           10.74,    318.8,            1
  459,   4574.8,      72,           10.68,    318.8,          1.5
  460,   4584.9,      43,           10.56,      319,          1.5
  461,   4594.7,      42,           10.38,    319.2,            2
  462,   4604.4,      74,           10.16,    319.4,          2.1
  463,     4614,      73,            9.94,    319.6,          2.1
  464,   4623.4,      74,            9.72,    319.8,          2.6
  465,   4632.9,      81,             9.6,      320,          2.6
  466,   4642.6,      93,            9.58,    320.4,          2.6
  467,   4652.2,      92,            9.56,    320.6,          2.6
  468,   4661.6,      90,            9.52,    320.8,          2.1
  469,   4670.9,      89,             9.5,      321,          2.1
  470,   4680.2,      95,            9.46,    321.2,          2.2
  471,   4689.5,      96,            9.38,    321.4,          2.2
  472,   4698.5,      96,            9.26,    321.6,          1.7
  473,   4707.5,      96,            9.18,    321.8,          1.7
  474,   4716.3,      89,            9.08,    321.8,          1.7
  475,   4725.1,      90,            8.98,      322,          1.7
  476,   4734.2,      91,            8.94,    322.2,          1.7
  477,   4743.3,      92,            8.96,    322.4,          1.6
  478,   4752.4,      84,            8.98,    322.4,          1.1
  479,     4762,      85,            9.14,    322.6,          0.5
  480,   4771.8,      87,            9.34,    322.6,          0.5
  481,   4781.8,      88,            9.52,    322.6,            0
  482,   4791.9,      90,            9.72,    322.6,            0
  483,     4802,      91,            9.92,    322.6,         -0.5
  484,   4812.5,      87,            10.1,    322.6,         -0.5
  485,     4823,      74,           10.24,    322.4,         -0.5
  486,   4833.7,      42,           10.38,    322.4,         -0.9
  487,   4844.7,       9,           10.56,    322.4,         -0.5
  488,   4855.7,       0,           10.74,    322.2,         -0.9
  489,   4866.6,       0,           10.82,    322.2,         -1.4
  490,   4877.6,       0,           10.92,      322,         -0.9
  491,   4888.7,       0,              11,    321.8,         -1.3
  492,   4899.9,       0,           11.04,    321.8,         -1.3
  493,   4911.1,       0,           11.08,    321.6,         -0.9
  494,   4922.3,       0,           11.14,    321.4,         -1.3
  495,   4933.5,       0,           11.18,    321.4,         -1.3
  496,   4944.9,       0,           11.24,    321.2,         -1.3
  497,   4956.5,       0,           11.32,      321,         -1.7
  498,     4968,       3,           11.38,    320.8,         -1.7
  499,   4979.8,       8,            11.5,    320.6,         -1.7
  500,   4991.8,      12,           11.66,    320.4,         -1.7
  501,   5003.8,      16,           11.78,    320.2,         -1.7
  502,   5015.8,      20,           11.86,      320,         -1.6
  503,     5028,      24,              12,    319.8,         -2.1
  504,   5040.3,      28,            12.1,    319.6,         -2.1
  505,   5052.2,      32,           12.08,    319.2,         -2.1
  506,   5064.2,      36,           12.08,      319,         -2.5
  507,   5076.2,      41,           12.08,    318.8,         -2.1
  508,     5088,      45,              12,    318.4,         -2.5
  509,   5100.1,      49,           11.96,    318.2,         -2.5
  510,   5112.3,      53,           12.02,    317.8,           -2
  511,   5124.6,      49,           12.08,    317.6,           -2
  512,   5137.2,      35,            12.2,    317.4,           -2
  513,   5149.8,      25,           12.36,    317.2,           -2
  514,   5162.4,      48,           12.46,    316.8,           -2
  515,     5175,      45,           12.54,    316.6,         -2.4
  516,   5187.8,      21,           12.64,    316.4,         -1.9
  517,   5200.8,       0,           12.72,      316,         -2.3
  518,   5213.9,       0,           12.82,    315.8,         -2.7
  519,     5227,       0,           12.92,    315.4,         -1.9
  520,   5239.9,       0,           12.98,      315,         -1.9
  521,   5252.7,       0,           12.98,      315,           -2
  522,   5265.2,       0,           12.88,    314.8,         -1.2
  523,   5277.4,       0,            12.7,    314.4,         -1.6
  524,   5289.4,       0,           12.48,    314.4,         -1.3
  525,   5301.2,       0,           12.26,    314.2,         -0.4
  526,   5312.8,       0,           12.02,    314.2,         -0.4
  527,     5324,      80,           11.76,    314.2,          0.4
  528,   5335.1,      85,           11.54,    314.2,          0.4
  529,   5346.3,      86,           11.38,    314.4,          0.9
  530,   5357.3,      64,           11.22,    314.4,          0.9
  531,   5368.1,      59,           11.06,    314.6,          0.5
  532,   5378.7,      57,           10.94,    314.6,            1
  533,     5389,      62,           10.78,    314.6,          0.5
  534,     5399,      83,           10.54,    314.8,            0
  535,   5409.2,      83,           10.38,    314.8,            0
  536,   5419.7,      81,           10.32,    314.6,         -0.9
  537,   5430.5,      82,           10.36,    314.6,         -0.9
  538,   5441.6,      85,           10.52,    314.4,         -0.9
  539,   5452.6,      83,           10.72,    314.4,         -1.3
  540,   5464.1,      79,           10.98,    314.2,         -1.3
  541,   5475.8,      58,           11.22,      314,         -1.3
  542,   5487.5,      45,            11.4,    313.8,         -1.7
  543,   5499.2,      20,           11.52,    313.8,         -1.7
  544,   5510.7,       0,           11.62,    313.4,         -1.3
  545,   5522.1,       0,            11.6,    313.2,         -1.7
  546,   5533.6,       0,           11.56,    313.2,         -1.3
  547,   5545.2,       0,           11.54,      313,         -1.3
  548,   5556.7,       0,            11.5,    312.8,         -2.2
  549,     5568,       0,           11.46,    312.6,         -2.6
  550,   5579.6,       0,            11.5,    312.2,         -2.6
  551,   5591.4,       0,           11.56,    311.8,         -2.9
  552,   5603.6,       0,           11.68,    311.6,         -3.3
  553,     5616,       0,           11.86,    311.2,         -3.2
  554,   5628.5,       0,            12.1,    310.6,         -3.7
  555,   5640.7,       7,           12.22,    310.2,         -4.1
  556,   5652.7,      15,           12.26,    309.8,         -4.1
  557,   5664.9,      21,           12.26,    309.2,         -4.4
  558,   5677.5,      80,            12.3,    308.6,         -5.4
  559,   5690.6,      75,           12.42,      308,         -5.6
  560,   5704.1,      68,           12.68,      307,         -6.1
  561,   5718.2,      36,            13.1,    306.2,         -6.6
  562,   5732.9,       5,            13.6,    305.2,         -6.4
  563,   5747.8,       0,           14.06,    304.2,         -6.6
  564,   5763.2,       0,           14.52,    303.2,         -6.5
  565,   5778.6,       0,            14.9,    302.2,         -6.8
