 time, distance, cadence, velocity_smooth, altitude, grade_smooth
 9925, 115928.8,      89,           15.42,    244.2,         -2.3
 9926, 115944.3,      89,           15.46,    243.8,         -2.9
 9927,   115960,      90,           15.52,    243.4,         -3.2
 9928, 115976.1,      91,           15.64,    242.8,         -3.4
 9929, 115992.2,      93,           15.78,    242.2,           -4
 9930, 116008.5,      94,           15.94,    241.6,         -4.3
 9931, 116024.8,      94,            16.1,    240.8,         -4.5
 9932, 116041.3,      95,           16.26,      240,         -4.8
 9933, 116058.5,      97,           16.48,    239.2,         -4.7
 9934, 116075.7,      98,            16.7,    238.4,         -4.9
 9935, 116093.1,     100,           16.92,    237.6,         -4.8
 9936,   116111,     102,           17.24,    236.6,           -5
 9937, 116129.2,     104,           17.58,    235.8,         -5.2
 9938, 116147.6,      96,           17.82,    234.8,         -4.9
 9939,   116166,      58,           18.06,    233.8,         -4.6
 9940, 116184.6,      21,            18.3,      233,         -4.6
 9941, 116203.1,       0,           18.42,    232.4,         -4.1
 9942, 116220.9,       0,           18.34,    231.4,         -3.9
 9943, 116238.6,       0,            18.2,    230.8,         -4.2
 9944, 116256.5,       0,            18.1,    230.2,         -3.7
 9945,   116274,       0,           17.88,    229.4,           -4
 9946, 116291.3,      98,           17.64,    228.8,         -3.8
 9947, 116308.5,      97,           17.52,      228,         -3.2
 9948, 116325.6,      96,            17.4,    227.6,         -2.9
 9949, 116342.5,      95,            17.2,    227.2,         -2.1
 9950, 116359.3,      95,           17.06,    226.8,         -1.8
 9951,   116376,      94,           16.94,    226.6,         -1.5
 9952, 116392.5,      93,            16.8,    226.4,         -1.2
 9953, 116408.9,      93,           16.66,    226.2,         -1.5
 9954, 116425.1,      92,           16.52,      226,         -1.2
 9955, 116441.1,      91,           16.36,    225.6,         -1.3
 9956, 116456.9,      89,           16.18,    225.6,           -1
 9957, 116472.3,      88,           15.96,    225.4,            0
 9958, 116487.6,      86,           15.74,    225.4,            0
 9959, 116502.5,      78,           15.48,    225.6,          0.4
 9960,   116516,      54,           14.98,    225.6,          0.4
 9961, 116528.3,      23,           14.28,    225.6,            0
 9962, 116540.6,       0,           13.66,    225.6,            0
 9963, 116552.1,       0,            12.9,    225.6,         -0.5
 9964, 116562.7,      81,           12.04,    225.6,         -1.9
 9965, 116572.7,      83,           11.34,    225.4,         -3.1
 9966, 116583.1,      87,           10.96,    224.8,           -5
 9967, 116591.3,      81,           10.14,    224.4,         -5.7
 9968, 116598.6,      50,             9.3,    223.8,         -4.3
 9969,   116611,      19,            9.66,    223.2,         -4.4
 9970, 116629.7,       0,            11.4,    222.8,         -3.6
 9971, 116645.5,       0,           12.48,      222,         -3.6
 9972, 116659.4,       0,           13.62,    221.6,         -4.4
 9973, 116671.9,      84,           14.66,      221,         -4.3
 9974, 116684.1,      87,           14.62,    220.4,         -4.3
 9975, 116697.2,      90,            13.5,    219.8,         -3.8
 9976,   116711,      92,            13.1,    219.4,         -3.3
 9977, 116725.2,      94,           13.16,      219,         -2.8
 9978, 116739.3,      95,           13.48,    218.6,         -3.1
 9979, 116753.8,      98,           13.94,    218.2,         -3.7
 9980, 116768.7,     100,            14.3,    217.6,         -4.3
 9981, 116784.3,     102,           14.66,    216.8,         -4.8
 9982,   116800,      94,           14.96,      216,           -5
 9983, 116816.3,      56,            15.4,    215.2,         -5.4
 9984, 116833.1,      39,           15.86,    214.4,         -5.9
 9985, 116850.4,     107,           16.34,    213.2,         -6.3
 9986, 116868.2,     109,           16.78,      212,         -6.9
 9987, 116886.5,      90,            17.3,    210.8,           -7
 9988, 116905.4,      54,           17.82,    209.4,         -7.2
 9989, 116924.5,      45,           18.28,      208,         -7.3
 9990, 116943.6,      71,           18.64,    206.6,         -7.4
 9991, 116963.4,      62,           19.04,    205.2,         -7.8
 9992, 116983.6,      34,           19.42,    203.6,         -7.7
 9993, 117003.7,      19,           19.66,    201.8,         -8.2
 9994, 117023.8,       4,           19.86,    200.4,         -8.2
 9995, 117044.1,       0,            20.1,    198.6,         -8.2
 9996,   117064,       0,           20.12,      197,         -8.5
 9997, 117083.9,       0,           20.06,    195.2,         -8.3
 9998,   117104,       0,           20.06,    193.6,         -8.5
 9999,   117124,       0,           20.04,      192,         -8.2
10000,   117144,       0,           19.98,    190.2,         -8.1
10001, 117164.4,       0,           20.08,    188.6,           -8
10002, 117185.3,     119,           20.28,      187,         -7.9
10003, 117206.3,     103,           20.46,    185.4,         -7.5
10004, 117227.5,      50,            20.7,    183.6,         -7.5
10005, 117249.2,       0,           21.04,    182.2,         -7.5
10006, 117270.3,       0,           21.18,    180.6,           -7
10007, 117291.5,       0,           21.24,      179,         -7.2
10008, 117313.3,       0,            21.4,    177.6,         -7.6
10009,   117335,       0,            21.5,      176,         -7.6
10010, 117356.7,       0,            21.5,      174,         -7.7
10011, 117378.2,       0,           21.58,    172.4,         -7.8
10012, 117399.1,       0,           21.52,      171,         -7.4
10013, 117419.7,       0,           21.28,    169.4,         -7.1
10014, 117440.1,       0,           21.02,    167.8,         -7.4
10015, 117459.4,       4,           20.54,    166.6,         -7.4
10016, 117477.6,      25,           19.88,    165.2,         -7.4
10017, 117495.2,      45,           19.22,    163.8,         -7.6
10018, 117512.7,      65,            18.6,    162.4,         -7.2
10019,   117530,      86,           17.98,    161.2,           -7
10020, 117546.6,      96,           17.44,    160.2,         -6.5
10021, 117563.7,      81,           17.22,      159,         -6.5
10022, 117580.9,      39,           17.14,      158,         -6.7
10023, 117598.2,      25,            17.1,    156.8,           -7
10024, 117615.5,      13,            17.1,    155.6,         -7.1
10025, 117632.5,       1,           17.18,    154.2,         -7.3
10026, 117648.8,       0,           17.02,    153.2,         -7.4
10027, 117664.4,       0,            16.7,      152,         -7.2
10028,   117680,      95,           16.36,    150.8,           -7
10029, 117696.7,      98,           16.24,    149.6,         -6.8
10030, 117714.2,      88,           16.34,    148.6,         -6.6
10031, 117731.8,      58,            16.6,    147.4,         -6.4
10032, 117749.9,      33,            17.1,    146.2,           -7
10033, 117768.3,       7,           17.66,      145,         -7.5
10034,   117786,       0,           17.86,    143.6,         -7.9
10035, 117803.4,      98,           17.84,      142,         -8.1
10036, 117820.4,      99,           17.72,    140.6,           -7
10037, 117837.6,      97,           17.54,    139.4,         -5.3
10038, 117854.5,      95,           17.24,    138.8,         -3.9
10039, 117871.3,     107,           17.06,    138.4,         -2.1
10040, 117887.5,     105,           16.82,      138,         -0.9
10041, 117903.5,      96,           16.62,      138,         -0.3
10042, 117919.3,      94,           16.34,    138.2,          0.6
10043, 117934.4,      93,           15.98,    138.2,          0.3
10044, 117949.3,      90,            15.6,    138.4,         -0.3
10045, 117964.4,      73,           15.38,    138.2,         -1.3
10046, 117979.6,      43,           15.22,      138,           -2
10047, 117994.4,      13,           15.02,    137.4,         -2.9
10048, 118009.9,       0,            15.1,    137.2,         -3.1
10049, 118026.5,      99,           15.44,    136.4,         -2.4
10050, 118043.8,     100,           15.88,      136,         -2.4
10051,   118061,      98,           16.28,    135.8,         -1.5
10052, 118076.9,      98,            16.5,    135.6,           -1
10053, 118091.7,      97,           16.36,    135.4,         -1.3
10054, 118106.7,      97,           16.04,    135.4,           -1
10055,   118122,      95,           15.64,      135,           -1
10056, 118137.6,      95,           15.32,      135,           -1
10057,   118153,      92,           15.22,    134.8,         -0.7
10058, 118168.2,      90,            15.3,    134.8,           -1
10059, 118183.4,      61,           15.34,    134.6,         -1.3
10060, 118198.6,      32,           15.32,    134.4,         -1.7
10061, 118213.3,      92,           15.14,      134,            0
10062, 118227.9,      93,           14.98,    133.8,          1.4
10063, 118242.8,      89,           14.92,    134.6,          2.4
10064, 118257.6,      73,           14.84,    135.2,          3.8
10065, 118271.7,      92,           14.62,    135.4,          2.8
10066, 118285.7,      91,           14.48,      136,          2.4
10067,   118300,      90,           14.42,    136.2,          2.4
10068, 118315.2,      57,           14.48,    136.6,          1.7
10069, 118330.2,      34,           14.52,    136.8,            1
10070, 118344.7,      19,            14.6,      137,          0.3
10071, 118359.2,       4,            14.7,    136.8,            0
10072, 118373.9,       0,           14.78,    136.8,         -0.7
10073, 118388.6,       0,           14.68,    136.8,         -0.7
10074, 118402.9,       0,           14.54,    136.6,           -1
10075,   118417,       0,           14.46,    136.4,         -1.8
10076, 118431.5,       0,           14.46,    136.2,         -2.4
10077, 118445.6,       0,           14.34,    135.8,         -2.4
10078, 118460.2,       0,           14.32,    135.2,         -2.1
10079,   118475,       0,           14.42,      135,         -1.4
10080, 118489.5,      94,            14.5,      135,            0
10081, 118503.7,      94,           14.44,      135,          0.7
10082, 118517.8,      94,           14.44,    135.2,          1.1
10083, 118531.9,      94,           14.34,    135.4,          1.1
10084, 118546.1,      93,           14.22,    135.6,          1.1
10085,   118560,      93,            14.1,    135.6,          1.1
10086, 118573.7,      93,              14,    135.8,          0.7
10087, 118587.8,      93,              14,      136,          1.1
10088, 118601.7,      92,           13.96,      136,          1.1
10089, 118615.4,      91,           13.86,    136.2,          1.1
10090,   118629,      90,            13.8,    136.4,          1.5
10091, 118642.4,      89,           13.74,    136.6,          1.5
10092, 118655.6,      89,           13.56,    136.8,          1.5
10093, 118668.9,      89,           13.44,      137,          1.5
10094, 118682.3,      89,           13.38,    137.2,          1.5
10095, 118695.7,      89,           13.34,    137.4,          1.1
10096, 118708.9,      90,            13.3,    137.6,          1.1
10097,   118722,      88,           13.28,    137.6,          1.5
10098, 118734.9,      87,            13.2,    137.8,          1.6
10099, 118747.5,      86,           13.04,    138.2,            2
10100,   118760,      85,           12.86,    138.4,            2
10101, 118772.2,      85,           12.66,    138.6,          2.1
10102, 118784.3,      84,           12.46,    138.8,          2.1
10103, 118795.9,      85,            12.2,    139.2,          2.1
10104, 118807.3,      85,           11.96,    139.4,          1.7
10105, 118819.1,      86,           11.82,    139.6,          0.4
10106,   118831,      86,           11.76,    139.6,            0
10107, 118843.2,      87,           11.78,    139.4,         -0.8
10108, 118855.8,      77,           11.98,    139.4,         -0.8
10109, 118868.7,      50,           12.28,    139.2,         -0.8
10110, 118881.9,      77,           12.56,    139.2,         -1.1
10111, 118895.1,      88,           12.82,      139,         -1.1
10112, 118908.5,      60,           13.06,    138.8,         -1.9
10113, 118921.8,      26,            13.2,    138.6,         -1.9
10114, 118935.3,      85,           13.32,    138.2,         -2.2
10115,   118949,      94,           13.42,      138,         -2.1
10116, 118963.4,      65,           13.66,    137.6,         -1.8
10117, 118977.9,      35,           13.88,    137.4,         -1.7
10118, 118992.4,      23,           14.12,    137.2,         -1.4
10119,   119007,      10,           14.34,      137,         -1.7
10120, 119021.4,       0,           14.48,    136.8,         -1.7
10121, 119035.7,       0,           14.46,    136.4,         -1.8
10122, 119049.9,       0,            14.4,    136.2,         -1.8
10123,   119064,      94,           14.32,      136,         -1.8
10124,   119078,      96,            14.2,    135.8,         -1.8
10125, 119092.1,      96,           14.14,    135.4,         -1.7
10126, 119106.7,      87,            14.2,    135.2,         -1.4
10127, 119121.5,      52,           14.32,      135,         -0.3
10128, 119135.8,      35,           14.36,      135,         -0.3
10129, 119150.2,      81,           14.44,    135.2,            0
10130, 119164.4,      95,           14.46,      135,         -0.4
10131, 119178.7,      95,            14.4,      135,         -1.1
10132, 119192.9,      98,           14.28,    134.8,         -1.4
10133, 119207.3,      94,            14.3,    134.6,         -2.4
10134, 119222.5,      61,           14.46,    134.2,         -3.4
10135, 119237.1,      45,           14.54,    133.6,         -4.8
10136, 119251.7,      96,            14.6,    132.8,         -3.8
10137, 119266.2,      96,           14.66,    131.8,           -2
10138, 119280.6,      84,           14.66,      132,           -1
10139,   119296,      51,            14.7,    132.4,         -0.3
10140, 119311.5,      93,           14.88,    132.2,           -1
10141, 119324.5,      52,           14.56,    131.6,         -2.4
10142, 119339.4,      10,           14.64,    131.4,         -2.7
10143, 119355.1,       0,            14.9,      131,         -1.7
10144, 119370.9,     101,           14.98,    130.6,         -1.7
10145, 119384.1,      89,           14.52,    130.6,         -0.7
10146, 119399.2,      43,           14.94,    130.4,         -0.3
10147,   119414,       0,           14.92,    130.6,            0
10148, 119428.9,       0,           14.76,    130.4,          0.3
10149, 119443.5,       0,           14.52,    130.6,         -0.3
10150, 119458.3,       0,           14.84,    130.6,            0
10151, 119473.2,     100,            14.8,    130.4,           -1
10152, 119488.2,     100,           14.84,    130.4,         -1.3
10153, 119503.4,      69,            14.9,      130,         -1.6
10154, 119518.6,      47,           15.02,    129.8,           -2
10155, 119533.9,      24,           15.12,    129.4,         -2.3
10156, 119549.2,       2,            15.2,    129.2,           -3
10157, 119564.2,       0,            15.2,    128.6,         -3.7
10158, 119578.8,       0,           15.08,      128,         -4.2
10159,   119593,      94,           14.88,    127.2,         -3.9
10160,   119607,      94,           14.62,    126.8,         -2.9
10161, 119620.9,      92,           14.34,    126.4,         -1.5
10162, 119634.3,      91,           14.02,    126.4,         -0.7
10163, 119647.6,      90,           13.76,    126.4,          1.5
10164, 119660.5,      90,            13.5,    126.4,          1.1
10165, 119673.4,      89,           13.28,    127.2,          1.9
10166, 119686.5,      90,           13.12,      127,          1.9
10167, 119699.5,      90,           13.04,    127.4,            0
10168, 119712.9,      60,           13.06,    127.4,         -1.1
10169, 119726.7,      93,           13.24,    127.2,         -3.2
10170, 119740.7,      98,           13.46,    126.4,         -4.5
10171, 119755.2,      89,           13.74,    125.6,         -5.8
10172, 119770.1,      55,           14.12,    124.8,         -5.4
10173,   119785,      21,           14.42,    123.8,         -5.7
10174, 119799.9,       0,           14.64,    123.2,           -6
10175, 119814.6,       0,           14.78,    122.2,         -5.6
10176, 119829.7,      99,            14.9,    121.2,         -4.9
10177, 119845.5,      94,           15.08,    120.4,         -3.9
10178,   119861,      95,            15.2,    120.2,         -1.9
10179, 119876.5,      69,           15.32,    119.8,         -0.6
10180, 119892.5,      51,           15.58,      120,         -1.9
10181, 119908.9,      28,           15.84,      120,         -2.1
10182, 119925.7,      28,           16.04,      119,         -3.7
10183,   119942,      27,            16.2,    118.4,         -4.7
10184, 119957.6,      85,           16.22,    117.6,         -4.1
10185, 119973.2,      85,           16.14,      117,         -3.6
10186, 119989.5,      90,           16.12,    116.4,           -3
10187, 120003.3,      93,           15.52,    116.2,         -2.6
10188, 120016.9,      95,           14.98,    115.8,         -1.9
10189, 120033.8,      96,           15.24,    115.4,         -1.9
10190, 120051.8,      94,           15.72,    115.2,         -1.5
10191, 120067.6,      83,           15.62,      115,         -1.2
10192,   120083,      50,           15.94,    114.8,         -1.3
10193, 120098.9,      72,            16.4,    114.6,         -1.6
10194, 120114.7,      89,           16.18,    114.4,         -1.3
10195, 120130.1,      64,           15.66,      114,         -1.4
10196, 120143.8,      55,           15.24,      114,         -1.3
10197, 120157.5,      91,            14.9,    113.8,         -0.7
10198, 120174.7,      92,           15.16,    113.6,           -1
10199, 120189.9,      92,           15.04,    113.6,         -0.7
10200, 120204.5,      93,           14.88,    113.4,         -0.7
10201, 120217.9,      94,           14.82,    113.4,         -0.7
10202, 120233.8,      96,           15.26,    113.2,         -0.6
10203, 120250.5,      96,           15.16,    113.2,         -0.6
10204, 120268.2,      98,           15.66,      113,         -0.6
10205, 120282.7,      99,           15.64,      113,         -0.6
10206, 120296.1,      93,           15.64,    112.8,         -0.3
10207, 120312.5,      69,           15.74,    112.8,         -0.6
10208, 120330.6,      97,           16.02,    112.8,         -0.3
10209, 120345.9,      97,           15.54,    112.6,         -0.6
10210, 120359.8,      79,           15.42,    112.6,         -0.7
10211, 120375.9,      48,           15.96,    112.4,         -0.6
10212, 120391.5,      27,            15.8,    112.4,         -0.9
10213, 120407.5,       5,           15.38,    112.2,           -1
10214, 120424.2,       0,           15.66,      112,           -1
10215, 120437.1,       0,           15.46,    111.8,         -0.7
10216, 120452.5,       0,           15.32,    111.8,         -0.4
10217, 120468.4,       0,           15.38,    111.8,            0
10218, 120481.1,       0,           14.72,    111.8,          0.3
10219, 120496.3,      91,           14.42,    111.8,            0
10220, 120511.1,      91,            14.8,      112,          0.3
10221, 120525.5,      91,            14.6,    111.8,          0.7
10222, 120539.5,      93,           14.22,      112,          0.3
10223, 120554.9,      93,           14.76,    112.2,          0.3
10224, 120571.2,      92,           14.98,    112.2,          0.3
10225, 120588.3,      80,           15.44,      112,            0
10226, 120603.3,      39,           15.56,    112.2,            0
10227,   120618,      81,            15.7,    112.2,            0
10228, 120632.7,      92,           15.56,    112.2,           -1
10229, 120646.6,      94,           15.08,      112,         -1.7
10230, 120660.8,      96,            14.5,    111.6,         -2.7
10231, 120677.5,      97,           14.84,    111.2,         -2.9
10232, 120691.8,      80,           14.76,    110.6,         -3.1
10233, 120709.1,      35,           15.28,    110.2,         -3.5
10234,   120726,      89,           15.88,    109.6,         -3.4
10235, 120741.2,     103,           16.08,      109,         -3.7
10236, 120756.6,      98,           15.82,    108.4,         -3.5
10237,   120774,      57,           16.44,    107.8,         -3.5
10238,   120788,      43,           15.78,    107.4,         -3.1
10239, 120804.3,      28,           15.66,    106.8,         -3.3
10240, 120820.4,      19,           15.84,    106.4,         -3.2
10241,   120834,      11,           15.48,    105.8,         -2.9
10242, 120850.7,       3,           15.34,    105.4,         -2.7
10243, 120866.8,       0,           15.76,      105,         -1.6
10244, 120879.9,      98,           15.12,    104.8,         -1.4
10245, 120894.8,     100,           14.88,    104.8,         -0.3
10246, 120909.5,     101,            15.1,    104.6,          0.3
10247, 120924.5,     101,           14.76,    104.8,            1
10248, 120939.9,     100,           14.62,      105,          2.6
10249, 120955.5,      99,           15.12,    105.4,          3.5
10250, 120970.3,      99,            15.1,    106.2,          3.2
10251, 120981.8,     100,           14.46,    106.8,          2.5
10252, 120995.9,      95,           14.28,    106.8,            1
10253, 121012.3,      97,           14.48,    106.8,         -0.3
10254, 121029.4,      97,           14.78,    106.8,         -0.3
10255, 121043.1,      72,           14.56,    106.6,           -1
10256, 121057.3,      53,            15.1,    106.6,         -1.4
10257, 121072.5,      53,           15.32,    106.2,         -1.3
10258, 121088.1,      51,           15.16,      106,         -1.6
10259, 121103.9,      71,            14.9,    105.8,         -1.6
10260, 121119.8,     103,           15.34,    105.6,         -1.6
10261, 121135.9,      97,           15.72,    105.2,         -1.8
10262, 121152.3,      96,           15.96,      105,         -1.8
10263, 121168.8,      57,           16.14,    104.6,         -1.8
10264, 121185.3,      51,           16.28,    104.4,         -2.2
10265, 121201.5,      45,           16.34,      104,         -1.8
10266, 121217.3,      31,           16.28,    103.6,         -2.2
10267, 121233.7,      51,           16.28,    103.4,         -1.9
10268,   121249,      96,           16.04,      103,         -1.9
10269, 121263.5,      98,           15.64,    102.8,         -2.3
10270, 121278.9,     100,           15.48,    102.4,         -1.6
10271, 121294.5,     102,           15.44,      102,         -1.9
10272, 121311.3,      90,           15.52,      102,         -1.6
10273, 121326.9,      64,           15.58,    101.6,         -1.5
10274, 121343.4,      27,           15.98,    101.4,         -2.1
10275, 121361.7,       0,           16.56,      101,         -1.7
10276, 121379.4,       0,           16.98,    100.6,         -1.8
10277,   121396,      96,           16.94,    100.4,         -0.9
10278, 121411.6,      98,           16.94,    100.2,          0.3
10279, 121426.9,     101,            16.7,    100.4,          0.9
10280, 121444.1,     103,           16.48,    100.8,          1.5
10281, 121462.2,     104,           16.56,      101,          1.5
10282, 121476.9,     105,           16.18,    101.2,          0.9
10283,   121494,      73,           16.48,    101.4,          0.6
10284, 121511.3,      75,           16.88,    101.4,          0.3
10285, 121528.3,     101,           16.84,    101.4,         -0.3
10286, 121544.7,      51,            16.5,    101.4,         -0.6
10287, 121561.1,      50,           16.84,    101.2,         -0.9
10288, 121576.9,      93,           16.58,      101,         -1.3
10289, 121592.7,      89,           16.28,    100.8,         -1.3
10290, 121608.5,      50,           16.04,    100.6,         -1.3
10291,   121624,      96,           15.86,    100.4,         -1.3
10292, 121639.2,      96,           15.62,    100.2,         -1.6
10293, 121654.6,      97,           15.54,      100,         -1.3
10294,   121671,     100,           15.66,     99.6,         -1.6
10295, 121686.9,     101,           15.68,     99.6,         -1.2
10296,   121701,     103,            15.4,     99.2,         -1.2
10297,   121719,     103,           15.96,     99.2,         -1.2
10298, 121738.1,      75,            16.7,     98.8,         -0.9
10299, 121753.9,      55,           16.58,     98.8,         -1.5
10300, 121768.3,      44,           16.28,     98.6,         -1.5
10301, 121785.8,      71,           16.96,     98.2,         -1.8
10302, 121803.6,      72,           16.92,     97.8,         -1.8
10303,   121819,      93,           16.18,     97.6,         -1.8
10304, 121836.7,      67,           16.56,     97.4,         -1.6
10305,   121851,      47,           16.54,       97,         -1.5
10306, 121867.7,      93,           16.38,     96.8,         -1.9
10307, 121884.3,      94,           16.14,     96.6,         -1.5
10308, 121900.9,      92,           16.38,     96.2,         -1.5
10309, 121917.7,      64,            16.2,       96,         -0.9
10310, 121934.9,     100,           16.78,     95.8,            0
10311, 121952.6,     100,           16.98,       96,         -0.3
10312, 121968.8,     100,            16.9,     96.2,          0.3
10313, 121984.6,      81,           16.74,     95.8,         -0.6
10314, 121998.9,      93,           16.24,       96,         -1.2
10315,   122016,      91,           16.22,     95.6,           -1
10316, 122033.5,      95,           16.18,     95.4,         -1.6
10317, 122047.2,      93,           15.68,     95.2,           -1
10318, 122060.1,      66,            15.1,       95,         -0.7
10319, 122075.1,      50,           15.24,       95,         -0.3
10320, 122089.9,      55,           14.78,       95,         -0.3
10321, 122104.9,      56,           14.28,       95,            0
10322, 122118.9,      62,           14.34,     94.8,          2.3
10323, 122129.4,      90,           13.86,       95,            4
10324, 122142.3,      88,           13.44,     96.2,          5.1
10325, 122155.3,      91,           13.08,       97,            4
10326, 122166.3,      99,           12.28,     97.2,          0.4
10327, 122179.5,     102,           12.12,       97,         -1.2
10328, 122192.7,     104,           12.66,     96.4,         -1.9
10329, 122206.2,     107,           12.78,     96.4,         -1.8
10330, 122220.3,     103,              13,     96.2,         -1.8
10331, 122234.8,      90,            13.7,       96,           -2
10332, 122249.8,      55,           14.06,     95.4,         -2.3
10333, 122265.9,      47,           14.64,     95.2,         -2.6
10334,   122282,     107,           15.16,     94.8,         -2.3
10335, 122295.2,      99,           14.98,     94.4,         -2.7
10336, 122310.7,      96,           15.18,       94,         -2.7
10337, 122326.1,      98,           15.26,     93.6,         -2.5
10338, 122342.1,     100,           15.24,     93.2,         -1.5
10339, 122359.5,     103,            15.5,     92.8,         -0.9
10340, 122378.5,     106,           16.66,       93,         -0.6
10341,   122395,     109,           16.86,       93,         -0.6
10342, 122411.7,     110,           17.12,     92.8,         -1.2
10343, 122431.7,     107,           17.92,     92.4,         -1.4
10344,   122448,      97,            17.7,     92.2,         -1.4
10345, 122465.7,      55,           17.44,       92,         -1.5
10346, 122482.7,      11,           17.54,     91.8,         -1.5
10347,   122499,       0,           17.46,     91.4,         -1.5
10348, 122515.2,       0,            16.7,     91.2,         -1.4
10349, 122530.4,       0,           16.48,       91,         -1.1
10350, 122541.9,       0,           15.24,       91,         -0.8
10351, 122554.2,       0,            14.3,     90.8,         -0.5
10352, 122564.9,       0,           13.18,     90.8,           -1
10353, 122574.3,      74,           11.82,     90.8,         -1.1
10354, 122583.1,      85,           10.54,     90.6,         -2.2
10355, 122591.9,      93,              10,     90.4,         -3.9
10356, 122600.9,     102,            9.34,       90,         -4.2
10357, 122610.5,     110,            9.12,     89.4,           -5
10358, 122621.4,     104,            9.42,       89,         -4.3
10359, 122631.6,     109,             9.7,     88.4,         -2.2
10360, 122642.5,     102,           10.12,     88.2,         -1.6
10361, 122656.9,     100,            11.2,     88.4,            0
10362, 122672.5,      97,            12.4,     88.2,            0
10363, 122686.3,      98,           12.98,     88.4,         -0.4
10364, 122698.9,     100,           13.46,     88.2,            0
10365, 122713.4,     103,           14.18,     88.2,         -0.7
10366, 122729.2,     104,           14.46,     88.2,         -0.3
10367, 122746.6,     101,           14.82,       88,           -1
10368, 122760.7,      93,           14.88,       88,         -1.3
10369, 122774.9,      94,            15.2,     87.6,         -1.4
10370, 122791.4,      97,            15.6,     87.4,         -1.7
10371, 122804.9,      98,           15.14,     87.2,           -1
10372, 122820.9,     100,           14.86,       87,         -0.6
10373,   122837,     102,           15.26,       87,         -0.3
10374, 122853.6,     103,           15.74,       87,         -0.9
10375, 122871.5,     103,           16.02,       87,         -2.1
10376, 122889.6,      79,           16.94,     86.4,         -2.7
10377, 122904.4,      38,            16.7,     85.6,         -1.2
10378, 122921.4,      79,           16.88,     85.2,         -0.6
10379, 122937.8,      86,           16.84,     86.2,          0.9
10380, 122953.7,      52,           16.44,       86,          0.9
10381, 122969.7,      19,           16.02,     86.2,         -1.6
10382, 122986.5,       0,           16.42,     85.8,           -2
10383, 123001.4,       0,              16,     85.2,         -2.8
10384, 123014.9,       0,           15.42,     84.8,         -2.4
10385, 123026.6,      22,           14.58,     84.6,            0
10386, 123035.8,      78,           13.22,     84.6,            1
10387, 123045.3,      90,           11.76,     85.2,          2.5
10388, 123055.8,      96,           10.88,     85.2,          3.5
10389, 123066.6,     104,           10.34,     85.6,          2.3
10390,   123076,     107,            9.88,       86,          2.7
10391, 123087.9,     109,           10.42,     86.2,          2.2
10392, 123100.3,     108,              11,     86.4,            2
10393, 123113.1,     101,           11.46,     86.6,          1.9
10394, 123126.2,     103,           11.92,       87,          1.1
10395, 123139.6,     105,           12.72,     87.2,          0.7
10396, 123153.2,     106,           13.06,       87,            0
10397, 123166.9,     108,           13.32,       87,         -0.4
10398,   123181,     103,           13.58,       87,          0.4
10399, 123194.9,      94,           13.74,       87,          1.5
10400, 123208.5,      60,           13.78,     87.2,          2.2
10401, 123221.9,      35,           13.74,     87.8,          3.1
10402, 123234.5,      10,           13.52,     88.2,          3.7
10403, 123246.4,       0,           13.08,     88.6,          3.1
10404, 123257.3,       0,           12.48,       89,          2.5
10405,   123267,       0,            11.7,     89.2,          2.8
10406, 123275.3,       0,           10.68,     89.2,          2.6
10407, 123281.9,      50,            9.48,     89.6,          2.3
10408, 123287.6,      72,            8.24,     89.8,          1.7
10409, 123292.8,      83,             7.1,     89.8,            0
10410, 123299.2,      91,            6.44,     89.6,            0
10411, 123307.2,     102,            6.38,     89.6,          0.7
10412, 123314.4,     109,             6.5,     89.8,          1.3
10413, 123322.9,     112,            7.06,       90,          2.5
10414, 123331.2,     115,            7.68,       90,          2.4
10415, 123339.5,     116,            8.06,     90.4,          2.4
10416, 123347.9,     111,            8.14,     90.6,          4.2
10417, 123356.3,     100,            8.38,     90.8,          3.6
10418, 123364.5,      92,            8.32,     91.4,          3.5
10419, 123373.3,      97,            8.42,     91.6,          3.4
10420, 123382.4,      98,            8.58,     91.8,          2.8
10421, 123391.5,      98,            8.72,       92,          2.7
10422, 123400.5,      99,            8.84,     92.4,          3.8
10423, 123409.8,     100,            9.06,     92.6,          5.5
10424,   123419,      99,            9.14,     93.2,          5.4
10425, 123428.1,      99,            9.14,       94,          5.9
10426, 123437.8,      98,            9.26,     94.4,          5.5
10427, 123447.4,      96,            9.38,     94.8,          4.4
10428, 123455.2,      96,            9.08,     95.2,            5
10429, 123464.1,      96,            9.02,     95.6,          6.2
10430, 123473.7,      96,            9.12,     96.2,          7.4
10431,   123483,      94,            9.04,       97,          7.9
10432, 123490.5,      95,            8.62,     97.8,          8.8
10433, 123499.4,     100,            8.84,     98.4,          8.9
10434, 123507.9,      99,            8.76,     99.2,          8.2
10435, 123514.6,      98,            8.18,     99.8,          8.5
10436, 123522.4,      94,            7.88,    100.4,          8.2
10437,   123530,      92,             7.9,      101,          8.1
10438, 123537.2,      89,            7.56,    101.6,          7.7
10439, 123544.2,      88,            7.26,    102.2,          7.8
10440, 123551.1,      94,             7.3,    102.6,          7.9
10441, 123558.1,      96,            7.14,    103.2,            8
10442,   123565,      93,               7,    103.8,          9.6
10443, 123571.6,      92,            6.88,    104.4,          9.8
10444, 123578.1,      91,            6.78,    105.2,          9.3
10445, 123584.5,      91,            6.68,    105.8,          9.3
